video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7599221715415092507,2026-05-07 18:35:33.268410,7599221977089362734,,@莉莉周影探创作的原声,莉莉周影探,3430928216231496,莉莉周影探,402,,False,,,,,
7599338339879161103,2026-05-07 18:35:42.340998,7599338877421112070,,三角洲行动,阿尔萨鱼,756103456499791,阿尔萨鱼,339,,False,,,,,
7599584567191768339,2026-05-07 18:35:45.359685,7599584635252951854,,@小珍来咯…创作的原声,小珍来咯…,2507361040475383,小珍来咯…,798,,False,,,,,
7599638774682799410,2026-05-07 18:35:53.698681,,,,,,,,,,,,,,
7599951353565269282,2026-05-07 18:35:56.633573,,,直播间带货榜,,,,,,,,,,,
7599988168464665910,2026-05-07 18:35:59.085951,,,,,,,,,,,,,,
7600005088882593058,2026-05-07 18:36:01.361373,7600005118261070611,,旮旯给木进行曲,阿欢看番日记,529330356364171,阿欢看番日记,296,,False,,,,,
7600020776472825142,2026-05-07 18:36:09.281858,7600020933927275314,,@追番小叮当创作的原声,追番小叮当,1372662903350463,追番小叮当,247,,False,,,,,
7600042552905337152,2026-05-07 18:36:12.487384,7600042532248013606,,とある日常,小小白今天午休了吗,102135554534,小小白今天午休了吗,181,,False,,,,,
7600315793322085659,2026-05-07 18:36:19.351428,,,,,,,,,,,,,,
7600351079540881588,2026-05-07 18:36:22.840785,7600350923593550635,,Soup on the Roof,小鹿冲呀,215947569008024,小鹿冲呀,279,,False,,,,,
7600401002751362734,2026-05-07 18:36:28.276284,7600400971667147561,,@卷卷测评创作的原声,卷卷测评,3347370884992487,卷卷测评,306,,False,,,,,
7600693792320509797,2026-05-07 18:36:31.414780,7600693723634748160,,Mee you (氛围纯享版),动漫降压室,3010897558642015,动漫降压室,181,,False,,,,,
7601016911404518690,2026-05-07 18:36:34.170493,7601017131131849535,,@漫读小筑创作的原声,漫读小筑,7568423125504984113,漫读小筑,262,,False,,,,,
7603620993600392488,2026-05-07 18:36:41.406788,,,直播间带货榜,,,,,,,,,,,
7603679386973326598,2026-05-07 18:36:44.272691,7603679374059096878,,@漫剪放映厅创作的原声,漫剪放映厅,3273669641258107,漫剪放映厅,137,,False,,,,,
7603977638683643178,2026-05-07 18:36:47.477383,,,,,,,,,,,,,,
7603987685513907471,2026-05-07 18:36:49.587106,,,,,,,,,,,,,,
7604080100560080179,2026-05-07 18:36:51.845048,,,直播间带货榜,,,,,,,,,,,
7604108206822925178,2026-05-07 18:36:54.471715,7604215201285671714,,The Party Troll,我是王铉铉,2944972033366729,我是王铉铉,198,,False,,,,,
7604108500482018614,2026-05-07 18:37:03.038531,7604108756200524553,,@辛巴纪实创作的原声,辛巴纪实,2247841887035244,辛巴纪实,237,,False,,,,,
7604204379842825512,2026-05-07 18:37:08.530547,7604206257951623987,,@楚门聊电影创作的原声,楚门聊电影,72920691306,楚门聊电影,1645,,False,,,,,
7604325164871978246,2026-05-07 18:37:16.344582,7604325810165664553,,@ZS剪辑创作的原声,ZS剪辑,106605001361,ZS剪辑,1585,,False,,,,,
