video_id,comment_id,crawl_time,comment_text,comment_create_time,comment_digg_count,comment_status,comment_reply_total,reply_id,reply_to_reply_id,is_hot,is_author_digged,stick_position,label_text,label_type,comment_user_id,comment_user_sec_uid,comment_user_nickname,comment_user_unique_id,comment_user_avatar_url_list,comment_user_region,comment_cursor,comment_has_more,comment_total
7600005088882593058,7600451628055282442,2026-05-07T18:36:01.361373,恐怖嫂子一命速通,1769618049,693,1,2,0,0,True,False,0,,-1,99802345058,MS4wLjABAAAAhUVlxU9ada4TuDfCmvEHQhjlblUtO_lO38dnAV94W64,小宇（销售钢丸钢砂）,lxy1158641966,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oAzANdVbGCdErAiewAKIsg3AA6A4gBfDOEYBiJ.jpeg?from=2064092626""]",CN,5,True,600
7600005088882593058,7600809388903383817,2026-05-07T18:36:01.361373,香奈乎:一群憋佬仔，炭治郎已经睡觉了，你们在这里叫什么？,1769701344,1235,1,14,0,0,True,False,0,,-1,76112844998,MS4wLjABAAAAOj06_Z_LN07ifDbh2v7HNMkmy-q_vxAMLjm2UESaINo,⌯ᵔᗜᵔ⌯ಣ,jjlin327111,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_okC59ABueDlf0AyS0VsgDWiiAx9iEApqAIgAk9.jpeg?from=2064092626""]",CN,5,True,600
7600005088882593058,7600614030328644389,2026-05-07T18:36:01.361373,,1769655860,36,1,3,0,0,True,False,0,,-1,106599892903,MS4wLjABAAAAqpdi6lMoYr4pcM3xNlnLPh0KPKmKbDVSDbNmsIhtWXk,❤李冰爱吃冰冰,V177180,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_1b295d44df39fcc08f7cc85f8bafa1d0.jpeg?from=2064092626""]",CN,5,True,600
7600005088882593058,7636416183567713073,2026-05-07T18:36:01.361373,我还好给你暂停了,1777991696,1,1,0,0,0,False,False,0,,-1,99942089353,MS4wLjABAAAA4GCJd_MQH212Br9txFMdgWS3_FqEKdJVJg43wFuObcg,嘉豪,we_ai_mou,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_oM4m2dYTAAAfA2UjAILOfcgGbe9B6wOITDKFeQ.jpeg?from=2064092626""]",CN,5,True,600
7600005088882593058,7600279213028377371,2026-05-07T18:36:01.361373,但凡开头弥豆子跑慢一点被砍没了，那么，故事主线就要变成炭治郎变鬼王了[憨笑],1769577903,5830,1,25,0,0,True,False,0,,-1,4431494321022009,MS4wLjABAAAA3QWEt58WtTqRjW_98ZZppHhXpoA_TCevIg2Tv1GmmDa6ulg7yBp6-MG_JHJ3xrb0,꧁꫞麟☬欧꫞꧂,68398061732,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_b324ea4f62fdb9a6fb91a3174197efd2.jpeg?from=2064092626""]",CN,5,True,600
7600042552905337152,7600736107651810082,2026-05-07T18:36:12.487384,咸的想兑水谁懂[钱] 只能狂喝白开水冲服,1769684282,4682,1,20,0,0,True,False,0,,-1,1156310322133308,MS4wLjABAAAA6weZQQqi5720jgZM4YtInKXxohFaj6aqKAe1kHpAnj7O0zGJKLW0b_WTqs55lpcQ,pipilapilayu,pipilapilayu,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oEgvPnDyXkAABIco1iPAaDAgPiIAyiAEYgIW5.jpeg?from=2064092626""]",CN,10,True,593
7600042552905337152,7600118115851371321,2026-05-07T18:36:12.487384,和爱吃拉面的小泉同学里一样的店家诶,1769540407,55,1,3,0,0,True,False,0,,-1,101828375984,MS4wLjABAAAA2ZCLl_c3ImIBW7kaB8lFTDK-_Gx7-rEVgzpiAoMtCvg,半个banana,10112i,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_o8etAofAKSLZIgIZocoLeBMGEWAYIQ7gPK8AAJ.jpeg?from=2064092626""]",CN,10,True,593
7600042552905337152,7600046005237236538,2026-05-07T18:36:12.487384,前排,1769523605,1,1,1,0,0,True,True,0,,-1,1327822588352823,MS4wLjABAAAAcS6-TzBAcsBik_U6DmwmHpfCYQDa_zinla6HFdtYhZMuBXlK_9f1pn3jqYxY0WU5,何处不惊喜,dyagjgtpsq7r,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_30e5900063b5ad453fd2e.jpeg?from=2064092626""]",CN,10,True,593
7600042552905337152,7600100988846867257,2026-05-07T18:36:12.487384,雏田的记录是多少碗来着,1769536413,5,1,1,0,0,True,False,0,,-1,915216022377084,MS4wLjABAAAA5adTI86hyIri1DGT3wELJnqg4eiW6BizjlW0SNMOhQM,我很凶的～嗷,dyradbuo62kc,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_f77b233480da41bd91492abdf1bb79b4.jpeg?from=2064092626""]",CN,10,True,593
7600042552905337152,7601721090113209147,2026-05-07T18:36:12.487384,吃顿饭95[看]日本消费是真不客气,1769913617,0,1,1,0,0,True,False,0,,-1,413015821257300,MS4wLjABAAAAmW6ogDTCI-QaHsHSJhhvulw7qMawA02uf3_WihEvey4,山中老人,daoyeya,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_ooAAcSQIEBAOpgU8emXaoHAfGLFU4BAeMET7Ai.jpeg?from=2064092626""]",CN,10,True,593
7604108206822925178,7604174601501147950,2026-05-07T18:36:54.471715,这哥们儿和刘永杰比谁最强,1770484871,1248,1,39,0,0,True,False,0,,-1,1473809022980412,MS4wLjABAAAA_jF7Wzr4PvDDWaYtBf52ICIPHi-7p2MFwjKvyQJEMgWekhg2PXJOdR0C7oM97f10,独处,75762950644,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_owDOAE6AhICmLFxAfeufCdIEBHABE9wrYpEAAE.jpeg?from=2064092626""]",CN,5,True,2311
7604108206822925178,7604917198873199397,2026-05-07T18:36:54.471715,和麻辣肉包有的一拼[憨笑],1770657771,11,1,4,0,0,True,False,0,,-1,2929536696592925,MS4wLjABAAAAmQqNTkvAA1k-VVBswvlIhPykFOiPGysMoKAyPJBUAI25lu8kBB5yRHb5Gd17tSu4,Tuzic.,53591840225,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c000-ce_ocPGLEe1tBmA2HMuIAAyIegj807eTQAWxJ47g6.jpeg?from=2064092626""]",CN,5,True,2311
7604108206822925178,7604901345241826075,2026-05-07T18:36:54.471715,这要是呛一下 能给太奶咳出来[钱],1770654078,19,1,1,0,0,True,False,0,,-1,1183539158058647,MS4wLjABAAAAjtK3z9z6mf0NJJfVoMNc4CoXSPfPj3K2PEfcGmTOg5ZsnRwEvnMabqYmnMEklZfz,gosh,ZZHCURRY20081004,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_ooUNABTEFAi7A3ifAg83JNpcaD9AeAXyiI4CAV.jpeg?from=2064092626""]",CN,5,True,2311
7604108206822925178,7607127083987239721,2026-05-07T18:36:54.471715,难道就我一个人觉得这个面是甜的吗？,1771172299,4,1,1,0,0,True,False,0,,-1,99276940274,MS4wLjABAAAA7-pnRMxy2QUJwYqF_xNZBwBlWQPAXp65Id-ZGLx-U6s,婉馨.(｡･ω･｡)ﾉ♡,dykx5h7np4ub,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_osXcfAD2U6DAGF9VpS7rhACAgEhaCltIAAeuEQ.jpeg?from=2064092626""]",CN,5,True,2311
7604108206822925178,7619776169752544037,2026-05-07T18:36:54.471715,你应该和刘永杰一起去巡辣之旅[呲牙],1774117398,0,1,0,0,0,True,False,0,,-1,99300949699,MS4wLjABAAAAt-AYrvRNaqZFms4mOFgxbEJDSgIgSxQksg8TXVogMVs,哥yi就孤独,,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2d2230004badcd1a7ca60.jpeg?from=2064092626""]",CN,5,True,2311
7604204379842825512,7635210852681089838,2026-05-07T18:37:08.530547,陈松青原形,1777711059,0,1,0,0,0,True,False,0,,-1,4408412210224176,MS4wLjABAAAAx7tvsYOprIAhECarOXjSW---i7jM_m9h-i8c1AIsFY-W--HWKmUxUd8J-1QtG_ca,大叔.,43292832303,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_o8mbfADukGGBHF7BTFEehAaBAIf6E4xQAAkhEl.jpeg?from=2064092626""]",CN,5,True,1409
7604204379842825512,7605437047909794598,2026-05-07T18:37:08.530547,还是那句话，迟到的正义不是正义，那只是真相掩盖不住而已。。。,1770779326,17,1,0,0,0,True,False,0,,-1,95367204157,MS4wLjABAAAA-P7PVuClhzoZ8_pVP6lR4vbUHDSVJUHpx7LV_xZdKac,虎君,hushu68730,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_2ea040002628226ca39f8.jpeg?from=2064092626""]",CN,5,True,1409
7604204379842825512,7627422451492586278,2026-05-07T18:37:08.530547,真厉害[赞][赞][赞]，许君聪有个小品不是就《真厉害投资公司》吗?果然有这种人才。佩服真心服口服,1775897681,5,1,0,0,0,True,False,0,,-1,73797721447,MS4wLjABAAAAUyTl-Eq1VB2JvlsU7PHg4DG-PZJvS0YK21lK7uDvxGE,用户254858,1856788wy,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_okIeKD0Ayl4J2W6GBAEbtQiCuAACcgf8iRAA9S.jpeg?from=2064092626""]",CN,5,True,1409
7604204379842825512,7606537901740589859,2026-05-07T18:37:08.530547,看明白了：大案大资金都没有追溯时限，小民间的天天搞个半年追溯 [捂脸],1771036436,11,1,0,0,0,True,False,0,,-1,1560902973794734,MS4wLjABAAAA3KxFQYueoXjxaZzq6vLiI_zRPKxSYzZtou8f8HRdS7FQRubNco4hf3cupLxpJ9We,索马里狂拉🐟,suomalikuang,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oQHoIIeQPODNhICfAH2bAeAAe4AYAXCDIUC2BR.jpeg?from=2064092626""]",CN,5,True,1409
7604204379842825512,7605025099977442094,2026-05-07T18:37:08.530547,梁朝伟就适合这种亦正亦邪有点痞的角色，全正派，全反派他都演不了,1770684441,18,1,0,0,0,True,False,0,,-1,110327680123,MS4wLjABAAAA7XYzWmZvZqULQQ4VlZGTVzNbCh9hoM6DpWSKN4wzN6o,窗外雨潺潺,,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oMzeGFhAtAJNQsDhA88KnpgEzNA4fAAavCAzkI.jpeg?from=2064092626""]",CN,5,True,1409
