video_id,page_url,crawl_time,sec_item_id,group_id,comment_gid,share_url,caption,desc,preview_title,item_title,create_time,duration_ms,aweme_type,media_type,region,is_top,is_ads,is_life_item,original,shoot_way,digg_count,comment_count,share_count,collect_count,play_count,recommend_count,admire_count,primary_source_key
7622473264698314036,https://www.douyin.com/video/7622473264698314036,2026-05-06 20:36:27.459866,MS4wLjAAAAAA6Mquy3BmLEG5-pXrqm-oV_i5tLp-PXduyyiVI4XoctU1v2Q-n-cFA4FQUW6y08IT,7616065445984062755,7622473264698314036,,超好看的丧尸题材动漫，值得收藏#动漫推荐 #动漫解说 #二次元 #动漫充能计划 #我在抖音看动漫,结语,只要胆子大，僵尸放产假！ 超好看的丧尸题材动漫，值得收藏#动漫推荐 #动漫解说 #二次元 #动漫充能计划 #我在抖音看动漫,只要胆子大，僵尸放产假！,1774753080,986662,0,4,,0,False,False,0,,22124,495,821,8555,0,1637,0,network_response_34
7622305689017351906,https://www.douyin.com/video/7622305689017351906,2026-05-06 20:36:37.105376,MS4wLjAAAAAA5t7Aq4DSlhRqWmKIihyRksarIxjkMT_iChP47YS7_N1PL611d6-8Oomduyok8lVC,7622305689017351906,7622305689017351906,,#抖音美食创作人 #吃播 #咀嚼音,红油捞汁小海鲜😋 #抖音美食创作人 #吃播 #咀嚼音,红油捞汁小海鲜😋 #抖音美食创作人 #吃播 #咀嚼音,红油捞汁小海鲜😋,1774706340,146300,0,4,CN,0,False,False,0,,106146,1124,54800,6494,0,2837,0,network_response_28
7619990977893339510,https://www.douyin.com/video/7619990977893339510,2026-05-06 20:36:48.442169,MS4wLjAAAAAA0Jy2xj7EZ5AVihrpNDq2SUfGN570RYlP_ev288E4hvESx9IwNLUyotLZ5VSbNEoN,7619990977893339510,7619990977893339510,,来之前特地问本地朋友推荐美食，果然又一次刷新了我对重庆的认知，两天胖了四斤太满足了#第一批五一玩家已出发  #重庆特色美食 #重庆美食 #没人能拒绝重庆的美食,极限48小时逛吃重庆，两天吃了23家店整理出这份美食攻略！ 来之前特地问本地朋友推荐美食，果然又一次刷新了我对重庆的认知，两天胖了四斤太满足了#第一批五一玩家已出发  #重庆特色美食 #重庆美食 #没人能拒绝重庆的美食,极限48小时逛吃重庆，两天吃了23家店整理出这份美食攻略！ 来之前特地问本地朋友推荐美食，果然又一次刷新了我对重庆的认知，两天胖了四斤太满足了#第一批五一玩家已出发  #重庆特色美食 #重庆美食 #没人能拒绝重庆的美食,极限48小时逛吃重庆，两天吃了23家店整理出这份美食攻略！,1776848274,247900,0,4,CN,0,False,True,0,,58,3580,73252,53025,0,1098,0,network_response_67
7622236469284850970,https://www.douyin.com/video/7622236469284850970,2026-05-06 20:37:01.643119,MS4wLjAAAAAAZGcmzPzKV1L_pWPCFBAD82DmWKMj00Ug1_Vvw5PS-xa1ZGWi7LcC3yqnTkP9cbJx,7622236469284850970,7622236469284850970,,给他做几个可以冷吃的冰面包当早餐吧！#投喂高中生 #冰面包 @王皓琦,儿子高中住校，怕他早餐吃不好 给他做几个可以冷吃的冰面包当早餐吧！#投喂高中生 #冰面包 @王皓琦,儿子高中住校，怕他早餐吃不好 给他做几个可以冷吃的冰面包当早餐吧！#投喂高中生 #冰面包 @王皓琦,儿子高中住校，怕他早餐吃不好,1774690228,305041,0,4,,0,False,False,0,,152983,649,10240,11808,0,2136,0,network_response_25
7625943440111941754,https://www.douyin.com/video/7625943440111941754,2026-05-06 20:37:10.148926,MS4wLjAAAAAA_2i6uUbLGlUzND3Z40WmPqy9Y-a5pmrzSb0ac_hnwn-EiQcG07jaH0zyo8CiptbJ,7625943440111941754,7625943440111941754,,"挑战比格披萨只是最贵单品羊肉串，将近55元1斤，看看能吃多少串!
#vlog十亿流量扶持计划 #毛铺荞酒换新装了 #荆楚都爱这一口 #武汉劲滋味","挑战比格披萨只是最贵单品羊肉串，将近55元1斤，看看能吃多少串!
#vlog十亿流量扶持计划 #毛铺荞酒换新装了 #荆楚都爱这一口 #武汉劲滋味","挑战比格披萨只是最贵单品羊肉串，将近55元1斤，看看能吃多少串!
#vlog十亿流量扶持计划 #毛铺荞酒换新装了 #荆楚都爱这一口 #武汉劲滋味",,1775553320,326984,0,4,CN,0,False,False,0,,7775,622,4266,415,0,87,0,network_response_31
7613388807098143194,https://www.douyin.com/video/7613388807098143194,2026-05-06 20:37:22.917951,MS4wLjAAAAAA3cunXfK3IY-CJwYrb-yDwuVJ0_8iB4Fst23FvTpyKcmSUic9OPh8eD6WoPBh_F7b,7613388807098143194,7613388807098143194,,开学必看的免煮冲泡速食红黑榜合集来啦！主播从账号创建以来共测评过128款速食，其中66款都是免煮冲泡的，我将分为从夯到拉进行排序#测评#速食 #冲泡即食 #火鸡面 #宿舍美食,引言,开学必看的免煮冲泡速食红黑榜合集来啦！主播从账号创建以来共测评过128款速食，其中66款都是免煮冲泡的，我将分为从夯到拉进行排序#测评#速食 #冲泡即食 #火鸡面 #宿舍美食,,1772630217,415367,0,4,CN,0,False,False,0,,200324,7574,46840,63367,0,2092,3,network_response_28
7628946780247428378,https://www.douyin.com/video/7628946780247428378,2026-05-06 20:37:36.408648,MS4wLjAAAAAAVNZlWh6IacgRCY5oO8iZBYZPkhVwzgtB_GDleFzlehC6E5H3JMcln2MDLRYgTaYM,7628946780247428378,7628946780247428378,,#斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,百里胖胖,夜幕小队人均两幅面孔，简直反差感拉满。 #斩神 #安卿鱼 #拽哥 #我在抖音看动漫 #充能计划,夜幕小队人均两幅面孔，简直反差感拉满。,1776252594,276969,0,4,,0,False,False,0,,18858,321,1605,3905,0,1061,0,network_response_27
7621066610589142322,https://www.douyin.com/video/7621066610589142322,2026-05-06 20:37:49.779513,,,,,,榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,,1778070661150,60000,,,,,,,,,,,,,,,,
7604806816416927022,https://www.douyin.com/video/7604806816416927022,2026-05-06 20:38:04.855792,MS4wLjAAAAAANSQ8bh5aqDceVpFcy0VFdYu_UvLETOWXRJ8h7mvcKAsr_J4_XB0hFxefXsLqRNmW,7596983975621496098,7604806816416927022,,#我在抖音看动漫#动漫编年史#热血番补完计划#抖音ACG新春会#年味满满,你以为这是给小朋友看的幼儿节目吗？ #我在抖音看动漫#动漫编年史#热血番补完计划#抖音ACG新春会#年味满满,你以为这是给小朋友看的幼儿节目吗？ #我在抖音看动漫#动漫编年史#热血番补完计划#抖音ACG新春会#年味满满,你以为这是给小朋友看的幼儿节目吗？,1770888600,229646,0,4,,0,False,False,0,,308759,1993,21163,84467,0,7959,0,network_response_27
7598118255686283761,https://www.douyin.com/video/7598118255686283761,2026-05-06 20:38:18.583050,MS4wLjAAAAAA7kcl3rx-8eltONbmup5a8LVLRtJw5tD99_HMQZYV492-hAC3mzuiq775iETeXxt8,7598118255686283761,7598118255686283761,,#小学生劣质零食 #儿时的回忆 #洋娃子,第一口,挑战用两口吃完! #小学生劣质零食 #儿时的回忆 #洋娃子,挑战用两口吃完!,1769075371,196138,0,4,CN,0,False,False,0,,67268,3007,4018,45715,0,2974,0,network_response_28
