video_id,page_url,crawl_time,author_id,sec_item_id,group_id,comment_gid,share_url,caption,desc,preview_title,item_title,create_time,duration_ms,aweme_type,media_type,region,is_top,is_ads,is_life_item,original,shoot_way,digg_count,comment_count,share_count,collect_count,play_count,recommend_count,admire_count,primary_source_key
6773901168964798477,https://www.douyin.com/video/6773901168964798477,2026-05-09 21:21:00.126708,4403bca0-b308-31d0-fc24-660654f06f9a,,,,,,榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,,1778332691202,,,,,,,,,,,,,,,,,network_response_32
6773906068725565448,https://www.douyin.com/video/6773906068725565448,2026-05-09 21:21:08.604012,4403bca0-b308-31d0-fc24-660654f06f9a,,,,,,榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,,1778332691202,,,,,,,,,,,,,,,,,network_response_12
7289747189515980067,https://www.douyin.com/video/7289747189515980067,2026-05-09 21:21:11.923994,59639995221,MS4wLjAAAAAA14COKFFQr_IIosYDtHz7Ez2i1dkCjON145luNNlBvU7D49q1emoWokN7mgCsLFHg,7289747189515980067,7289747189515980067,,,人工智能之神经网络（1/4） #抖音精选公开课 #暑期自修室,人工智能之神经网络（1/4） #抖音精选公开课 #暑期自修室,,1697276562,349134,0,4,,0,False,False,0,,7882,204,1264,2939,0,98,2,network_response_27
7309857450302213376,https://www.douyin.com/video/7309857450302213376,2026-05-09 21:21:15.361218,73976690418,MS4wLjAAAAAAKX70jh0j6hp_mOBIsJlhKKusicNnnDM-R_9gasKkUCgfDHb38TZhKwJvfyHXor2K,7309857450302213376,7309857450302213376,,,吴恩达《AI for everyone》给所有人的AI课01,吴恩达《AI for everyone》给所有人的AI课01,吴恩达《AI for everyone》给所有人的AI课01,1701958859,460870,0,4,,0,False,False,0,,777,12,159,673,0,33,0,network_response_32
7361427727863385359,https://www.douyin.com/video/7361427727863385359,2026-05-09 21:21:25.402767,3338538583337303,MS4wLjAAAAAAysMbB5fIqDlNlKw79UDsEvbn_oWYbJFABXvo7Bq_Rp5g_ABBeAOms4cm_BJLxLDy,7361282069902806272,7361427727863385359,,#人工智能 #科技创新,人工智能简史与流派 #人工智能 #科技创新,人工智能简史与流派 #人工智能 #科技创新,人工智能简史与流派,1713965980,1001642,0,4,,0,False,True,0,,75,9,0,29,0,3,0,
7396829450211446050,https://www.douyin.com/video/7396829450211446050,2026-05-09 21:21:35.489342,3356127992753198,MS4wLjAAAAAAOw8q1nVaM9bYCqXGJ5wSwjoB3SbqyW2m4mPaG5cwCPCDnYQGnNpigm_V0ORh1nf6,7396829450211446050,7396829450211446050,,"1. 什么是大模型幻觉？
2. 为什么大模型会有幻觉？

#大模型 #幻觉","大模型为什么会有幻觉？ 1. 什么是大模型幻觉？
2. 为什么大模型会有幻觉？ 
#大模型 #幻觉","大模型为什么会有幻觉？ 1. 什么是大模型幻觉？
2. 为什么大模型会有幻觉？ 
#大模型 #幻觉",大模型为什么会有幻觉？,1722208644,226507,0,4,,0,False,False,0,,129,13,18,90,0,2,0,network_response_31
7427381362337778980,https://www.douyin.com/video/7427381362337778980,2026-05-09 21:21:50.662809,160941723098760,MS4wLjAAAAAA-TMs9y4Ss1-OuCmEnX-2mv5-JAKuj3DaN-6bcb4iM4waDgKPl_DGfuJwlFhzZeKM,7427381362337778980,7427381362337778980,,"视频使用素材来自：
3blue1brown
Artem Kirsanov

使用manim引擎制作#人工智能 #2024诺贝尔奖 #知识前沿派对 #科学高光故事集 #一口气看完系列",引言,"90分钟深度！一口气看明白人工智能和神经网络 视频使用素材来自：
3blue1brown
Artem Kirsanov 
使用manim引擎制作#人工智能 #2024诺贝尔奖 #知识前沿派对 #科学高光故事集 #一口气看完系列 #抖音精选公开课",90分钟深度！一口气看明白人工智能和神经网络,1729322084,5344385,0,4,,0,False,False,0,,243829,3439,47853,216453,0,7063,52,network_response_24
7434082518397226249,https://www.douyin.com/video/7434082518397226249,2026-05-09 21:21:56.032081,2931726622135948,MS4wLjAAAAAAJLW-c34QwaZdlYc3dLEWPiYfEClK06WJmHcDXryc2UCLCp07CjWY6jUmkTLEvq79,7434082518397226249,7434082518397226249,,,教你10分钟打造专属AI客服，接入各大平台【扣子小白教程】#玩转AI工具 #大模型 #智能客服 #人工智能 #扣子,教你10分钟打造专属AI客服，接入各大平台【扣子小白教程】#玩转AI工具 #大模型 #智能客服 #人工智能 #扣子,,1730887706,661141,0,4,CN,0,False,False,0,,23939,672,7422,22770,0,269,0,network_response_27
7436607919690484992,https://www.douyin.com/video/7436607919690484992,2026-05-09 21:21:59.444641,2fb61432-139a-24a3-f7e6-8a66d2cec7b3,,,,,,榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,,1778332921267,,,,,,,,,,,,,,,,,
7436608563918769448,https://www.douyin.com/video/7436608563918769448,2026-05-09 21:22:02.284691,2fb61432-139a-24a3-f7e6-8a66d2cec7b3,,,,,,,,,1778332921267,,,,,,,,,,,,,,,,,
7444105017394482482,https://www.douyin.com/video/7444105017394482482,2026-05-09 21:22:06.813332,102334023579,MS4wLjAAAAAA8sKd8fKjLff0KYGCq6YK-ybWfl5-Yz5uB4XnpUqDN9K9M_c1dLwww3ILaoB2Fqy6,7444105017394482482,7444105017394482482,,"本课程是教育部-微软产学合作协同育人项目成果，课程面向大学生和社会公众，结合社会热点和算法实践项目，介绍人工智能技术的基本概念、发展历史、经典算法、应用领域和对人类社会的深远影响，展示信息社会各领域中人工智能的应用发展前景，为大学生和社会公众提供一个深入理解人工智能的入门基础。
#抖音知识年终大赏 #抖音精选 #抖音公开课 #今年终于找到了最适合我的专业","北京大学 陈斌《人工智能与信息社会》（一） 本课程是教育部-微软产学合作协同育人项目成果，课程面向大学生和社会公众，结合社会热点和算法实践项目，介绍人工智能技术的基本概念、发展历史、经典算法、应用领域和对人类社会的深远影响，展示信息社会各领域中人工智能的应用发展前景，为大学生和社会公众提供一个深入理解人工智能的入门基础。
#抖音知识年终大赏 #抖音精选 #抖音公开课 #今年终于找到了最适合我的专业 #抖音精选公开课 #暑期自修室","北京大学 陈斌《人工智能与信息社会》（一） 本课程是教育部-微软产学合作协同育人项目成果，课程面向大学生和社会公众，结合社会热点和算法实践项目，介绍人工智能技术的基本概念、发展历史、经典算法、应用领域和对人类社会的深远影响，展示信息社会各领域中人工智能的应用发展前景，为大学生和社会公众提供一个深入理解人工智能的入门基础。
#抖音知识年终大赏 #抖音精选 #抖音公开课 #今年终于找到了最适合我的专业 #抖音精选公开课 #暑期自修室",北京大学 陈斌《人工智能与信息社会》（一）,1733215780,24381742,0,4,,0,False,False,0,,42616,931,10419,33863,0,1635,0,network_response_33
