source_node_id,target_node_id,source_raw_id,target_raw_id,edge_type,is_reverse
1607,12139,video::7615559419643890995,video::7605121196341923081,video_related_video,False
12139,1607,video::7605121196341923081,video::7615559419643890995,video_related_video,True
1607,7175,video::7615559419643890995,video::7629674091074620691,video_related_video,False
7175,1607,video::7629674091074620691,video::7615559419643890995,video_related_video,True
1607,12140,video::7615559419643890995,video::7633657625145543942,video_related_video,False
12140,1607,video::7633657625145543942,video::7615559419643890995,video_related_video,True
1607,12141,video::7615559419643890995,video::7627795133378907427,video_related_video,False
12141,1607,video::7627795133378907427,video::7615559419643890995,video_related_video,True
1607,12142,video::7615559419643890995,video::7629256098877602554,video_related_video,False
12142,1607,video::7629256098877602554,video::7615559419643890995,video_related_video,True
1607,12143,video::7615559419643890995,video::7629617772053417254,video_related_video,False
12143,1607,video::7629617772053417254,video::7615559419643890995,video_related_video,True
1609,3961,video::7615562620485045519,video::7617398659244270707,video_related_video,False
3961,1609,video::7617398659244270707,video::7615562620485045519,video_related_video,True
1609,12144,video::7615562620485045519,video::7613711792485962085,video_related_video,False
12144,1609,video::7613711792485962085,video::7615562620485045519,video_related_video,True
