video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7624828997314644195,2026-05-11 08:49:23.275352,7624829056244124459,,,早见造型（招生中）,75096623039,早见造型（招生中）,142,,False,,,,,
7624829492262948122,2026-05-11 08:49:41.774520,7624829456502606655,,@阿狗学长创作的原声,阿狗学长,4002695188062652,阿狗学长,368,,False,,,,,
7624833629935816689,2026-05-11 08:49:45.374740,7624833589921745673,,蓝莲花,西北制燥,2577704248150995,西北制燥,20,,False,,,,,
7624840865004916022,2026-05-11 08:49:52.551177,7624841067518561051,,demo（Cover 呆莫）,麟励✘,3235207598586067,麟励✘,563,,False,,,,,
7624840871008169829,2026-05-11 08:50:06.348352,,,,,,,,,,,,,,
7624845293707874282,2026-05-11 08:50:10.007405,7624845333104741130,,@侯大莫动漫创作的原声,侯大莫动漫,2977948132446892,侯大莫动漫,395,,False,,,,,
7624853391398817060,2026-05-11 08:50:12.704401,,,直播间带货榜,,,,,,,,,,,
7624866207954488585,2026-05-11 08:50:14.918566,,,直播间带货榜,,,,,,,,,,,
7624868147074905466,2026-05-11 08:50:17.244006,7376286564488022054,,叙事钢琴曲  Ishtar,Hertz Box Music,,,380,,False,,,,,
7624880706258856881,2026-05-11 08:50:19.879521,,,直播间带货榜,,,,,,,,,,,
7624882276250394853,2026-05-11 08:50:23.374704,7117540238846593031,,Free Loop (抒情版),Y2002,,,30,,False,,,,,
7624886825865284910,2026-05-11 08:50:28.866634,7624887010980875062,,@James.彪子创作的原声,James.彪子,7511819252452017211,James.彪子,470,,False,,,,,
7624893866151267636,2026-05-11 08:50:37.203177,,,直播间带货榜,,,,,,,,,,,
7624895613221511131,2026-05-11 08:50:40.279206,7624895821653330739,,三角洲行动,白跑跑(三角洲行动）,1361648094820633,白跑跑(三角洲行动）,556,,False,,,,,
7624896086624216740,2026-05-11 08:50:47.124367,,,直播间带货榜,,,,,,,,,,,
7624909172987022642,2026-05-11 08:50:49.357757,7618823708496379940,,@李同学有点东西创作的原声,李同学有点东西,2692025953295277,李同学有点东西,431,,False,,,,,
7624914536260862656,2026-05-11 08:50:56.335758,,,直播间带货榜,,,,,,,,,,,
7624915041154822758,2026-05-11 08:50:58.569408,,,直播间带货榜,,,,,,,,,,,
