crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260506_222751,2026-05-06T22:27:51.440174,https://www.douyin.com/video/7622473264698314036,video_detail,https://www.douyin.com/video/7622473264698314036,,200,2026-05-06T22:27:51.440174,,32,,network_response_16,exact,high
20260506_222751,2026-05-06T22:28:01.155449,https://www.douyin.com/video/7622305689017351906,video_detail,https://www.douyin.com/video/7622305689017351906,,200,2026-05-06T22:28:01.155449,,64,1,network_response_33,exact,high
20260506_222751,2026-05-06T22:28:13.647715,https://www.douyin.com/video/7619990977893339510,video_detail,https://www.douyin.com/video/7619990977893339510,,200,2026-05-06T22:28:13.647715,,59,1,,none,low
20260506_222751,2026-05-06T22:28:26.332811,https://www.douyin.com/video/7622236469284850970,video_detail,https://www.douyin.com/video/7622236469284850970,,200,2026-05-06T22:28:26.332811,,68,1,network_response_34,exact,high
20260506_222751,2026-05-06T22:28:40.149038,https://www.douyin.com/video/7625943440111941754,video_detail,https://www.douyin.com/video/7625943440111941754,,200,2026-05-06T22:28:40.149038,,70,1,network_response_28,exact,high
20260506_222751,2026-05-06T22:28:55.065752,https://www.douyin.com/video/7613388807098143194,video_detail,https://www.douyin.com/video/7613388807098143194,,200,2026-05-06T22:28:55.065752,,60,1,network_response_28,exact,high
20260506_222751,2026-05-06T22:29:09.842175,https://www.douyin.com/video/7628946780247428378,video_detail,https://www.douyin.com/video/7628946780247428378,,200,2026-05-06T22:29:09.842175,,53,1,network_response_29,exact,high
20260506_222751,2026-05-06T22:29:23.397712,https://www.douyin.com/video/7621066610589142322,video_detail,https://www.douyin.com/video/7621066610589142322,,200,2026-05-06T22:29:23.397712,,27,,,none,low
20260506_222751,2026-05-06T22:29:30.655959,https://www.douyin.com/video/7604806816416927022,video_detail,https://www.douyin.com/video/7604806816416927022,,200,2026-05-06T22:29:30.655959,,23,,network_response_19,exact,high
20260506_222751,2026-05-06T22:29:39.908766,https://www.douyin.com/video/7598118255686283761,video_detail,https://www.douyin.com/video/7598118255686283761,,200,2026-05-06T22:29:39.908766,,37,,network_response_32,exact,high
