video_id,sec_item_id,group_id,comment_gid,page_url,share_url,caption,desc,preview_title,item_title,create_time,duration_ms,aweme_type,media_type,region,is_top,is_ads,is_life_item,original,shoot_way,digg_count,comment_count,share_count,collect_count,play_count,recommend_count,admire_count,crawl_time,primary_source_key,author_id
7630026128996706225,,7630026128996706225,7630026128996706225,https://www.douyin.com/video/7630026128996706225,,"《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生","《弹幕娇黛》 第一集
#原创动画#悬疑脑洞#细思极恐#求生",,,1776598200,228483,0,4,CN,0,False,False,0,,26381,255,4328,8822,0,0,0,2026-04-27 15:13:49.362819,7630026128996706225,1767610254885699
7630028593015346377,,7630028593015346377,7630028593015346377,https://www.douyin.com/video/7630028593015346377,,#剧情,#剧情,,,1776504469,417,0,4,CN,0,False,False,0,,416121,6198,32359,49127,0,0,0,2026-04-27 15:13:54.520762,7630028593015346377,71162148528
7630056950717222159,,7630056950717222159,7630056950717222159,https://www.douyin.com/video/7630056950717222159,,#斗破苍穹,#斗破苍穹,,,1776511080,253075,0,4,CN,0,False,False,0,,1452,78,63,130,0,0,0,2026-04-27 15:14:01.230688,7630056950717222159,1016361991801070
7630085171941900456,,7630085171941900456,7630085171941900456,https://www.douyin.com/video/7630085171941900456,,#青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,#青年创作者成长计划 #炸猪排 #厚切猪排 #好吃到停不下来 #猪肉脆皮,,,1776517643,149934,0,4,CN,0,False,False,0,,9392,151,1257,1157,0,0,0,2026-04-27 15:14:13.756529,7630085171941900456,102135554534
7630096638253616435,,7630096638253616435,7630096638253616435,https://www.douyin.com/video/7630096638253616435,,《サルベド漫画》#贞叶 #抖音精选作者福利派送#青年创作者成长计划  #年味的精选,《サルベド漫画》#贞叶 #抖音精选作者福利派送#青年创作者成长计划  #年味的精选,,,1776520329,396,0,4,CN,0,False,False,0,,19937,194,1038,5812,0,0,0,2026-04-27 15:14:20.082468,7630096638253616435,109480953494
7630304849803873574,,7630304849803873574,7630304849803873574,https://www.douyin.com/video/7630304849803873574,,#地狱客栈 #亚当 #莉莉丝 #路西法 #绿帽,#地狱客栈 #亚当 #莉莉丝 #路西法 #绿帽,,,1776568796,195240,0,4,CN,0,False,False,0,,18818,73,322,8067,0,0,0,2026-04-27 15:14:33.220944,7630304849803873574,1218683124070701
7630329911005154595,,7630329911005154595,7630329911005154595,https://www.douyin.com/video/7630329911005154595,,##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,##凹凸世界 #派厄斯 #凹凸世界派厄斯 #青年创作者成长计划 #动漫进阶训练营,,,1776574632,264917,0,4,CN,0,False,False,0,,3913,104,193,1493,0,0,0,2026-04-27 15:14:40.598495,7630329911005154595,3848732669384151
7630333079898361128,,7630333079898361128,7630333079898361128,https://www.douyin.com/video/7630333079898361128,,#薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,#薛珍麒 #吴振宇 #独牙 #九球 #台球深度复盘,,,1776575371,854,0,4,CN,0,False,False,0,,48979,348,4296,2305,0,0,0,2026-04-27 15:14:50.268226,7630333079898361128,7607340506407093285
7630742038295629108,,7630742038295629108,7630742038295629108,https://www.douyin.com/video/7630742038295629108,,我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,我不是戏神年番正式公布！#国漫推荐 #我不是戏神 #我不是戏神动画 #桃厂动漫IP和制作给到夯,,,1776670585,250567,0,4,CN,0,False,False,0,,2822,861,1556,316,0,0,0,2026-04-27 15:14:57.049509,7630742038295629108,2578793671699738
7630746470311922984,,7630746470311922984,7630746470311922984,https://www.douyin.com/video/7630746470311922984,,甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,甚尔在失去妻子之前一定很幸福吧！#咒术回战 #伏黑甚尔 #动漫编年史 #我在抖音看动漫 #伏黑惠,,,1776671619,194816,0,4,CN,0,False,False,0,,2659,23,87,242,0,0,0,2026-04-27 15:15:05.196921,7630746470311922984,4003754445949388
7630750215242610875,,7630750215242610875,7630750215242610875,https://www.douyin.com/video/7630750215242610875,,{},{},,,1776781908,348000,0,4,CN,0,False,False,0,,8,392,8852,4299,0,0,0,2026-04-27 15:15:15.550102,7630750215242610875,63701013892
