epoch,train_loss,val_loss,auc,accuracy,precision,recall,f1,is_best
1,0.677006,0.652808,0.7255555555555556,0.6693333333333333,0.6192660550458715,0.45,0.5212355212355212,True
2,0.654072,0.636652,0.7295962962962963,0.656,0.6381578947368421,0.3233333333333333,0.42920353982300885,True
3,0.636266,0.623632,0.7300296296296296,0.66,0.6666666666666666,0.3,0.41379310344827586,True
4,0.618833,0.611443,0.7325703703703703,0.6586666666666666,0.6527777777777778,0.31333333333333335,0.42342342342342343,True
5,0.603271,0.600158,0.7358518518518519,0.6586666666666666,0.6309523809523809,0.35333333333333333,0.452991452991453,True
6,0.590872,0.589483,0.7387481481481482,0.6653333333333333,0.6256410256410256,0.4066666666666667,0.49292929292929294,True
7,0.5827,0.578938,0.7411703703703705,0.6773333333333333,0.6198347107438017,0.5,0.5535055350553506,True
8,0.571851,0.568293,0.7443777777777777,0.672,0.5944055944055944,0.5666666666666667,0.5802047781569966,True
9,0.559341,0.558148,0.7479629629629629,0.66,0.5714285714285714,0.6,0.5853658536585366,True
10,0.553329,0.548628,0.7522666666666666,0.6626666666666666,0.5658263305322129,0.6733333333333333,0.6149162861491628,True
11,0.545988,0.539838,0.7569037037037036,0.672,0.5681818181818182,0.75,0.646551724137931,True
12,0.540993,0.531824,0.7630444444444444,0.6733333333333333,0.5650118203309693,0.7966666666666666,0.661134163208852,True
13,0.527521,0.524788,0.7682074074074074,0.6706666666666666,0.5600907029478458,0.8233333333333334,0.6666666666666666,True
14,0.523532,0.518428,0.7731407407407407,0.676,0.5637583892617449,0.84,0.6746987951807228,True
15,0.518167,0.512509,0.7778592592592593,0.676,0.5629139072847682,0.85,0.6772908366533864,True
16,0.512292,0.506871,0.7828666666666666,0.6853333333333333,0.5723981900452488,0.8433333333333334,0.6819407008086253,True
17,0.505217,0.501626,0.7872074074074074,0.6893333333333334,0.578088578088578,0.8266666666666667,0.6803840877914952,True
18,0.503321,0.496929,0.7918148148148149,0.6973333333333334,0.589242053789731,0.8033333333333333,0.6798307475317349,True
19,0.499223,0.493192,0.7955481481481482,0.708,0.6051948051948052,0.7766666666666666,0.6802919708029197,True
20,0.496387,0.490509,0.798362962962963,0.708,0.6134453781512605,0.73,0.6666666666666666,True
21,0.490998,0.488829,0.8003851851851851,0.7146666666666667,0.6295180722891566,0.6966666666666667,0.6613924050632911,True
22,0.493185,0.487081,0.8027407407407408,0.7213333333333334,0.6408668730650154,0.69,0.6645264847512039,True
23,0.491792,0.485029,0.8051037037037038,0.7253333333333334,0.6432926829268293,0.7033333333333334,0.6719745222929936,True
24,0.485536,0.483051,0.806451851851852,0.732,0.6426512968299711,0.7433333333333333,0.6893353941267388,True
25,0.485815,0.481653,0.8082962962962963,0.7226666666666667,0.6292134831460674,0.7466666666666667,0.6829268292682927,True
26,0.485572,0.480998,0.8098666666666667,0.7146666666666667,0.6168478260869565,0.7566666666666667,0.6796407185628742,True
27,0.485036,0.480598,0.811125925925926,0.7146666666666667,0.6155913978494624,0.7633333333333333,0.6815476190476191,True
28,0.48433,0.480071,0.8117185185185185,0.7173333333333334,0.6189189189189189,0.7633333333333333,0.6835820895522388,True
29,0.484157,0.479483,0.8123259259259259,0.7226666666666667,0.6263736263736264,0.76,0.6867469879518072,True
30,0.479802,0.478986,0.8120740740740742,0.724,0.628808864265928,0.7566666666666667,0.686838124054463,True
31,0.483456,0.478637,0.8121925925925926,0.728,0.635593220338983,0.75,0.6880733944954128,True
32,0.47939,0.478375,0.8127111111111112,0.732,0.6418338108882522,0.7466666666666667,0.6902927580893683,True
33,0.476087,0.477993,0.8130074074074074,0.732,0.6426512968299711,0.7433333333333333,0.6893353941267388,True
34,0.475302,0.477628,0.8133703703703703,0.7266666666666667,0.6345609065155807,0.7466666666666667,0.6860643185298622,True
35,0.472608,0.477271,0.8140814814814815,0.7226666666666667,0.6277777777777778,0.7533333333333333,0.6848484848484848,True
36,0.466554,0.476996,0.814488888888889,0.7293333333333333,0.6328767123287671,0.77,0.6947368421052632,True
37,0.469798,0.476679,0.8148666666666666,0.7293333333333333,0.6314363143631436,0.7766666666666666,0.6965620328849028,True
38,0.470366,0.476301,0.8151777777777779,0.728,0.6297297297297297,0.7766666666666666,0.6955223880597015,True
39,0.470322,0.475706,0.8157777777777779,0.7293333333333333,0.6321525885558583,0.7733333333333333,0.6956521739130435,True
40,0.470798,0.475167,0.8161925925925926,0.728,0.6318681318681318,0.7666666666666667,0.6927710843373494,True
41,0.471389,0.474969,0.8164296296296296,0.7293333333333333,0.6366197183098592,0.7533333333333333,0.6900763358778625,True
42,0.469229,0.474887,0.8163333333333334,0.732,0.6410256410256411,0.75,0.6912442396313364,True
43,0.463671,0.474583,0.8165629629629629,0.7266666666666667,0.6330532212885154,0.7533333333333333,0.6879756468797564,True
44,0.463327,0.474132,0.8170222222222222,0.7226666666666667,0.6263736263736264,0.76,0.6867469879518072,True
45,0.465606,0.473643,0.8179407407407409,0.728,0.6283422459893048,0.7833333333333333,0.6973293768545994,True
46,0.466129,0.473286,0.8191185185185186,0.7306666666666667,0.6282722513089005,0.8,0.7038123167155426,True
47,0.461969,0.47263,0.820111111111111,0.732,0.6292428198433421,0.8033333333333333,0.705710102489019,True
48,0.460248,0.471622,0.8213703703703703,0.7333333333333333,0.6329787234042553,0.7933333333333333,0.7041420118343196,True
49,0.463015,0.4709,0.8221703703703704,0.7306666666666667,0.6324324324324324,0.78,0.6985074626865672,True
50,0.461024,0.470782,0.8229555555555556,0.7306666666666667,0.6353591160220995,0.7666666666666667,0.6948640483383686,True
51,0.461291,0.470489,0.8234814814814815,0.7306666666666667,0.6353591160220995,0.7666666666666667,0.6948640483383686,True
52,0.463036,0.470304,0.8236814814814815,0.7373333333333333,0.6403269754768393,0.7833333333333333,0.704647676161919,True
53,0.460651,0.470198,0.8242074074074074,0.7346666666666667,0.6361185983827493,0.7866666666666666,0.7034277198211625,True
54,0.460161,0.470506,0.8243407407407408,0.7373333333333333,0.636604774535809,0.8,0.7090103397341211,False
55,0.461665,0.470647,0.8239407407407409,0.7386666666666667,0.6375661375661376,0.8033333333333333,0.7109144542772862,False
56,0.459659,0.470591,0.8232814814814816,0.7346666666666667,0.6346666666666667,0.7933333333333333,0.7051851851851851,False
57,0.458424,0.470973,0.822525925925926,0.736,0.6385869565217391,0.7833333333333333,0.7035928143712575,False
58,0.457922,0.471505,0.8220370370370371,0.736,0.6401098901098901,0.7766666666666666,0.7018072289156626,False
59,0.458264,0.472063,0.8210962962962963,0.7386666666666667,0.6444444444444445,0.7733333333333333,0.703030303030303,False
60,0.465985,0.471591,0.8216814814814815,0.736,0.6378378378378379,0.7866666666666666,0.7044776119402985,False
61,0.453891,0.471686,0.8218444444444445,0.7373333333333333,0.6373333333333333,0.7966666666666666,0.7081481481481482,False
62,0.458933,0.471915,0.8216814814814815,0.7386666666666667,0.6368421052631579,0.8066666666666666,0.711764705882353,False
63,0.456906,0.472003,0.8215407407407408,0.7346666666666667,0.6346666666666667,0.7933333333333333,0.7051851851851851,False
