crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260506_193516,2026-05-06T19:35:16.915196,https://www.douyin.com/video/7622473264698314036,video_detail,https://www.douyin.com/video/7622473264698314036,,200,2026-05-06T19:35:16.915196,,38,,network_response_36,exact,high
20260506_193516,2026-05-06T19:35:37.235350,https://www.douyin.com/video/7622305689017351906,video_detail,https://www.douyin.com/video/7622305689017351906,,200,2026-05-06T19:35:37.235350,,71,1,network_response_31,exact,high
20260506_193516,2026-05-06T19:35:48.888659,https://www.douyin.com/video/7619990977893339510,video_detail,https://www.douyin.com/video/7619990977893339510,,200,2026-05-06T19:35:48.888659,,24,,,none,low
20260506_193516,2026-05-06T19:35:55.102586,https://www.douyin.com/video/7622236469284850970,video_detail,https://www.douyin.com/video/7622236469284850970,,200,2026-05-06T19:35:55.102586,,32,,network_response_28,exact,high
20260506_193516,2026-05-06T19:36:02.103637,https://www.douyin.com/video/7625943440111941754,video_detail,https://www.douyin.com/video/7625943440111941754,,200,2026-05-06T19:36:02.103637,,77,1,network_response_41,exact,high
20260506_193516,2026-05-06T19:36:16.371794,https://www.douyin.com/video/7613388807098143194,video_detail,https://www.douyin.com/video/7613388807098143194,,200,2026-05-06T19:36:16.371794,,77,1,network_response_29,exact,high
20260506_193516,2026-05-06T19:36:29.904458,https://www.douyin.com/video/7628946780247428378,video_detail,https://www.douyin.com/video/7628946780247428378,,200,2026-05-06T19:36:29.904458,,31,,network_response_28,exact,high
20260506_193516,2026-05-06T19:36:37.318213,https://www.douyin.com/video/7621066610589142322,video_detail,https://www.douyin.com/video/7621066610589142322,,200,2026-05-06T19:36:37.318213,,29,,,none,low
20260506_193516,2026-05-06T19:36:45.267095,https://www.douyin.com/video/7604806816416927022,video_detail,https://www.douyin.com/video/7604806816416927022,,200,2026-05-06T19:36:45.267095,,70,1,network_response_31,exact,high
20260506_193516,2026-05-06T19:36:58.915550,https://www.douyin.com/video/7598118255686283761,video_detail,https://www.douyin.com/video/7598118255686283761,,200,2026-05-06T19:36:58.915550,,60,1,network_response_29,exact,high
