video_id,crawl_time,can_comment,can_forward,can_share,can_show_comment,allow_download,allow_duet,allow_music,allow_record,allow_stitch,private_status,is_delete,is_prohibited,in_reviewing,review_status,comment_permission_status
7609234531203206446,2026-05-10 18:09:35.907411,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609237272457710911,2026-05-10 18:09:46.960114,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609247736906452234,2026-05-10 18:10:01.658900,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609249318403748281,2026-05-10 18:10:19.450284,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609253689307450666,2026-05-10 18:10:34.969579,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609256965910983089,2026-05-10 18:10:49.467392,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609257947324068507,2026-05-10 18:11:07.476437,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609258186339812025,2026-05-10 18:11:21.165595,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609258400518452465,2026-05-10 18:11:36.025523,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609263711907342778,2026-05-10 18:11:49.643434,,,,,,,,,,,,,,,
7609264892156276328,2026-05-10 18:11:56.429521,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609270477764201728,2026-05-10 18:12:04.035979,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609274603249615993,2026-05-10 18:12:12.580924,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609276716301581989,2026-05-10 18:12:18.401772,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609282971559939370,2026-05-10 18:12:23.304793,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609284015854791814,2026-05-10 18:12:36.770498,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609284301134183782,2026-05-10 18:12:42.961556,,,,,,,,,,,,,,,
7609285197485689003,2026-05-10 18:12:48.794251,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609288762858948337,2026-05-10 18:13:03.503649,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609293976624975145,2026-05-10 18:13:18.091220,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609301947010665780,2026-05-10 18:13:36.144555,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609302344068533567,2026-05-10 18:13:45.202268,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609303378321100084,2026-05-10 18:14:00.782155,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609307534905707811,2026-05-10 18:14:06.480154,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609321500864622450,2026-05-10 18:14:17.511365,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609330192552660264,2026-05-10 18:14:33.728220,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609331472114042843,2026-05-10 18:14:47.172809,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609338322171351717,2026-05-10 18:15:00.865473,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609339199140990214,2026-05-10 18:15:12.423319,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609346232292543807,2026-05-10 18:15:26.976198,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609348530687184164,2026-05-10 18:15:43.909655,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609357409513535909,2026-05-10 18:15:51.526281,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609360049735027995,2026-05-10 18:16:04.683287,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609375627342318902,2026-05-10 18:16:15.231818,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609406177427885322,2026-05-10 18:16:30.195551,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609434785257196834,2026-05-10 18:16:42.565336,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609459905250037001,2026-05-10 18:16:52.614839,,,,,,,,,,,,,,,
7609491802986384678,2026-05-10 18:16:55.196751,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609496106027863338,2026-05-10 18:17:03.959688,,,,,,,,,,,,,,,
7609517967953138865,2026-05-10 18:17:07.541165,,,,,,,,,,,,,,,
7609519430296423732,2026-05-10 18:17:11.736620,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609525882880904467,2026-05-10 18:17:18.357034,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609532257409174803,2026-05-10 18:17:29.896642,,,,,,,,,,,,,,,
7609533554220977414,2026-05-10 18:17:34.072105,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609546758560943366,2026-05-10 18:17:44.111089,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609546881866634981,2026-05-10 18:17:47.315264,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609558857332952329,2026-05-10 18:17:59.081769,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609579296738397459,2026-05-10 18:18:14.374258,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609581959399886080,2026-05-10 18:18:29.415301,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609589768434765066,2026-05-10 18:18:40.020234,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609594254351944970,2026-05-10 18:18:57.765300,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609602048346837169,2026-05-10 18:19:06.199588,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609609290029993262,2026-05-10 18:19:21.619161,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609618307804613113,2026-05-10 18:19:41.045188,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609618364947893540,2026-05-10 18:19:51.862316,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609623308687254267,2026-05-10 18:20:00.003724,,,,,,,,,,,,,,,
7609628032944409891,2026-05-10 18:20:03.916741,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609628120602314596,2026-05-10 18:20:07.618350,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609628243947228425,2026-05-10 18:20:14.129131,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609630783078288694,2026-05-10 18:20:26.958063,,,,,,,,,,,,,,,
7609633655434022153,2026-05-10 18:20:31.120947,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609634616177216777,2026-05-10 18:20:37.961921,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609650038457300858,2026-05-10 18:20:47.133771,,,,,,,,,,,,,,,
7609650736758033674,2026-05-10 18:20:49.731487,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609651415614622976,2026-05-10 18:21:05.727143,,,,,,,,,,,,,,,
7609657661520383247,2026-05-10 18:21:09.881249,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609668217497341234,2026-05-10 18:21:18.121357,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609668443273505478,2026-05-10 18:21:23.277908,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609673453263766698,2026-05-10 18:21:28.418305,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609674990040460682,2026-05-10 18:21:41.026654,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609678035784092980,2026-05-10 18:21:55.447066,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609678524055702803,2026-05-10 18:22:04.220329,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609683553865010472,2026-05-10 18:22:22.434772,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609691699988996083,2026-05-10 18:22:32.541086,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609691888005762342,2026-05-10 18:22:40.026216,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609697604419077711,2026-05-10 18:22:49.705646,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609719314309185905,2026-05-10 18:22:53.102541,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609721874657856818,2026-05-10 18:22:56.461883,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609740635104398646,2026-05-10 18:22:59.888889,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609748964081945898,2026-05-10 18:23:02.942790,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609813868533124392,2026-05-10 18:23:32.893348,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609830109150727466,2026-05-10 18:23:39.888561,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609875156403740122,2026-05-10 18:23:50.125501,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609880941481168182,2026-05-10 18:23:54.491020,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609892680834845998,2026-05-10 18:23:57.655141,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609897501545879962,2026-05-10 18:24:08.017317,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609899935160604891,2026-05-10 18:24:22.386084,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609902176302894388,2026-05-10 18:24:31.447328,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7609903965095081551,2026-05-10 18:24:34.416549,,,,,,,,,,,,,,,
7609904955348270577,2026-05-10 18:24:36.797238,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609914259312545030,2026-05-10 18:24:47.425394,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609914905126447955,2026-05-10 18:24:53.614539,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609915071100349538,2026-05-10 18:25:03.070330,,,,,,,,,,,,,,,
7609915421256454521,2026-05-10 18:25:06.972017,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609921064319062132,2026-05-10 18:25:09.822519,,,,,,,,,,,,,,,
7609922858428691106,2026-05-10 18:25:12.487485,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609926132556745999,2026-05-10 18:25:16.467647,,,,,,,,,,,,,,,
7609927135096535753,2026-05-10 18:25:38.318668,,,,,,,,,,,,,,,
7609941028577053979,2026-05-10 18:25:40.951581,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609941798038834447,2026-05-10 18:25:49.065191,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609947132375731507,2026-05-10 18:26:05.035154,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609949566632332596,2026-05-10 18:26:11.552425,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609955800739613952,2026-05-10 18:26:22.179094,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609956533716018030,2026-05-10 18:26:32.709368,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609966295506146222,2026-05-10 18:26:42.915383,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609967385193998713,2026-05-10 18:26:52.501558,,,,,,,,,,,,,,,
7609972884358198479,2026-05-10 18:26:55.565978,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609975965518860614,2026-05-10 18:27:23.871282,True,True,True,True,False,False,True,True,True,0,False,False,False,0,0
7609979360514182435,2026-05-10 18:27:35.124152,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609980559762943738,2026-05-10 18:27:43.762563,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7609980930032518521,2026-05-10 18:27:48.877657,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609983204430269737,2026-05-10 18:27:56.823398,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609983487164075316,2026-05-10 18:28:01.670305,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609997637932461477,2026-05-10 18:28:13.203936,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609998904545659882,2026-05-10 18:28:17.909027,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7609999300039517029,2026-05-10 18:28:27.713004,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610008079488355603,2026-05-10 18:28:32.189281,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610013931079276965,2026-05-10 18:28:44.925174,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610015342609354035,2026-05-10 18:28:56.781419,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610016137169866018,2026-05-10 18:29:12.082743,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610016358876712228,2026-05-10 18:29:26.877063,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610017325214944558,2026-05-10 18:29:36.086117,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610018474110274835,2026-05-10 18:29:47.218185,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610019331821857509,2026-05-10 18:29:51.107317,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610019806670032143,2026-05-10 18:29:58.917515,,,,,,,,,,,,,,,
7610023539684527395,2026-05-10 18:30:01.758836,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610026352292498740,2026-05-10 18:30:04.612248,,,,,,,,,,,,,,,
7610029518489822137,2026-05-10 18:30:07.015205,,,,,,,,,,,,,,,
7610031393782975785,2026-05-10 18:30:09.407903,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610046082432699686,2026-05-10 18:30:16.471294,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610051524118498596,2026-05-10 18:30:41.719713,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610057688260838774,2026-05-10 18:30:48.009195,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610058367406542089,2026-05-10 18:31:06.449690,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610060039767854382,2026-05-10 18:31:15.393005,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610064775883672832,2026-05-10 18:31:18.963055,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610069265059695914,2026-05-10 18:31:30.352189,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610081152968246132,2026-05-10 18:31:48.103714,,,,,,,,,,,,,,,
7610085736536196730,2026-05-10 18:31:53.106913,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7610091916838882602,2026-05-10 18:31:57.654575,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610125409123863808,2026-05-10 18:32:07.416852,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610216460324982057,2026-05-10 18:32:22.349319,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610255093421690127,2026-05-10 18:32:29.307197,True,True,True,True,False,True,False,True,False,0,False,False,False,0,0
7610261944881482082,2026-05-10 18:32:34.435748,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610263457007076307,2026-05-10 18:32:44.386648,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610264285923398574,2026-05-10 18:32:54.315035,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610277370319237105,2026-05-10 18:33:05.428055,True,True,True,True,False,True,True,True,True,0,False,False,False,0,0
7610279230388551141,2026-05-10 18:33:21.647570,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610281531420843611,2026-05-10 18:33:33.660549,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610283350162545265,2026-05-10 18:33:38.426475,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
7610294222368836891,2026-05-10 18:33:49.635940,True,True,True,True,False,True,True,True,False,0,False,False,False,0,0
