video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,like_count,comment_count,share_count,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
7627399396702850340,https://www.douyin.com/video/7627399396702850340,1090355730318606,姜Dora在此,https://www.douyin.com/user/MS4wLjABAAAAN072cpRG6Ascc27mTfEvKj07hvclZfsDrjCqg3PzHZTYZ0WEknPaW61-qYa422MH,#搞钱#唯品会419特卖节#我的春日搭子#姜Dora,1775905226,,466954,7166,142646,,,,187112,"['搞钱', '唯品会419特卖节', '我的春日搭子', '姜Dora']",4,https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/cb16e73369684963f13014c5e97e69ba~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092014000&x-signature=3tLoY6U1CxB9Fa%2Ft4kr%2BalhqWPc%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260420114347F660DD9F9EB44A7B390E,@姜Dora在此创作的原声,1411150,manual_url,exact,high,exact_video_id_match,True,7627399396702850340,2026-04-20 11:43:43.875084
7626773012901598607,https://www.douyin.com/video/7626773012901598607,2963879239094627,第二内核,https://www.douyin.com/user/MS4wLjABAAAAr3UjYG_qnzpObHO9rOOv9y1mRaFcvxVD-rU7M8i9IktA1N79Wcc2x2IzP8Ows2pZ,烂系统不会变好，你先别把命赔进去！教你三招清醒套利。 #职场真相 #老板思维 #人性博弈 #搞钱逻辑 #狠人进化论,1775746470,,1492,59,673,30,,,1085,"['职场真相', '老板思维', '人性博弈', '搞钱逻辑', '狠人进化论']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/1dd3fdb3634ff2cd64a52441a12d85cd~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092014000&x-signature=oj4o2AD26RBA6IOUNnVI7nCHhV0%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604201143520E893968C55D3E9444C5,@第二内核创作的原声,397178,manual_url,exact,high,exact_video_id_match,True,7626773012901598607,2026-04-20 11:43:49.215620
