video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,author_follower_count,author_total_favorited,author_signature,author_verification_type,video_cover_url,dynamic_cover_url,origin_cover_url,source_entry,match_type,confidence,selected_reason,is_primary_match,matched_object_id,crawl_time
6773901168964798477,https://www.douyin.com/video/6773901168964798477,7c5bb5b0-6f0f-223a-0bee-d99be23b16aa,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776767271098,2026-04-21 18:27:51.098,,,,,[],0,,直播间带货榜,,,,,,,,,manual_url,exact,high,exact_video_id_match,True,6773901168964798477,2026-04-21 18:35:37.497433
6773906068725565448,https://www.douyin.com/video/6773906068725565448,7c5bb5b0-6f0f-223a-0bee-d99be23b16aa,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776767271098,2026-04-21 18:27:51.098,,,,,[],0,,直播间带货榜,,,,,,,,,manual_url,exact,high,exact_video_id_match,True,6773906068725565448,2026-04-21 18:35:44.570896
7597644971830676771,https://www.douyin.com/video/7597644971830676771,4274507121438519,平姐电影,https://www.douyin.com/user/MS4wLjABAAAAIPgYA-Y-kZl-DKYXNlMDl2oWHyBdXEmgsXL_pIZr1GpWQpzpuUf2i4XzZ5OPw1OE,#暑期影视漫游企划#暑期档情报局#甄嬛传十级观众#甄嬛传解说#原创解说上热门,1769065200,2026-01-22 15:00:00,62105,297,3529,4664,"['暑期影视漫游企划', '暑期档情报局', '甄嬛传十级观众', '甄嬛传解说', '原创解说上热门']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/c3666dbd1f684eebaa4d58e75a949fb6~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=%2BDPeQL093htAC8oLENK%2BCvRY7T8%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211835489F99A03E01F15A022193,@平姐电影创作的原声,1657,365184,10297358,"原创文案~真人配音
深度解读《甄嬛传》幕后故事
用心制作每一个视频！",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-dy/c7b15fd699dc48909bdf81bba19132f1,tos-cn-p-0015/ocQYgSKBRCITLA70mcQA7LIBFgGPe4C2geSRfE,manual_url,exact,high,exact_video_id_match,True,7597644971830676771,2026-04-21 18:35:47.363249
7597669301147779441,https://www.douyin.com/video/7597669301147779441,83533220556,夏日晚风～,,{},1769161011,2026-01-23 17:36:51,3,257,349,374,[],0,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/ba78a4554446e255274b4b4efd2858e3~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=1EGPMyufH74CHvWkAssyfnI2Rzc%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421183558BEE77B0D98BE3E1A7FEC,王者荣耀,409,206190,2376452,全网账号同名执念，其余皆为侵权搬运,1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-p-0015c000-ce/o0QT57DS34gr4LrtIejGfgIBQQJeAxXoZQ2nIK,tos-cn-p-0015c000-ce/o80gnQrxAX4BKIQS7MeDJrZDfIQWQFLgrrj4eG,manual_url,exact,high,exact_video_id_match,True,7597669301147779441,2026-04-21 18:35:56.052591
7597707131379148409,https://www.douyin.com/video/7597707131379148409,2852562902715588,传说中的蕙蕙,https://www.douyin.com/user/MS4wLjABAAAAAcOgbFvDQ0fTGouIk6ihHTVbHD5Qu7C0Ug6tlo7_EWGFva14LsG3CpwvqhdL4V-g,#妈呀太香了 #唯品会 #唯品会新春特卖,1768986583,2026-01-21 17:09:43,235759,6621,100799,15331,"['妈呀太香了', '唯品会', '唯品会新春特卖']",3,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/e3a889ddbb0158383eb89533b6807040~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=nXUw%2FDxl3hUXMtnbhe8RbMetbLo%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=2026042118361709FA9A9F707549022416,@传说中的蕙蕙创作的原声,1447,4261423,46005291,"直播📺预告：4月23日星期四晚上6：50，辣白菜和冷面都有货啦~
之前是甄甄 是mini~以后就是蕙蕙啦😘欢迎回家💖
好吃好玩好物土特产分享小号@蕙蕙爱分享😎😁
🐏🐂🐙🦐🦑🐚🍖🍗🥩🦪🥟🍜🧄🥢🍻
有任何售后问题都会帮大家解决~大家要记得我是永远永远站在你们这边的！售后问题联系@蕙蕙小助理 
📺直播商务：huihuishangwu1  huihuishangwu2
⭐️星图商务：huihuixingtu",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-0813c000-ce/oIykfADc2eDEmF9GpY6ipAeAwIWgEUKQAA2HEa,tos-cn-p-0015c000-ce/oQe7o4Qjc6C5gg8mBcBzeFgQM8AjXJE0fCNSPQ,manual_url,exact,high,exact_video_id_match,True,7597707131379148409,2026-04-21 18:36:10.955552
7597740490842925562,https://www.douyin.com/video/7597740490842925562,88305901531,逗哥游世界,https://www.douyin.com/user/MS4wLjABAAAAgQbdJ3qoZLymYH7xkHQdk2jEqwWgN5HXKdAhoid0WJA,有钱真的可以为所欲为吗？这里的筛选机制过于严苛了#逗哥游世界 #韩国夜生活 #首尔夜生活  #首尔旅行 #春节旅行好去处,1769038800,2026-01-22 07:40:00,10725,252,1075,2041,"['逗哥游世界', '韩国夜生活', '首尔夜生活', '首尔旅行', '春节旅行好去处']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/0495a96cf71a9cdebba5a56a858edf56~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=VtvkVe5igtWXdEbfkirNW5iHwWM%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421183630F02A27A7194FFB0BE12D,@逗哥游世界创作的原声,498,287037,1506090,"记录旅行中见到的陌生人的故事
读万卷书，行万里路
看真实的世界体验不同的人生可能
各国玩乐会员攻略598起！大阪东京有一户建可以预定！
商务请注明来意：Holywarriorworld",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-0813c000-ce/oMBUwLfxAY6E0iAAlEwCAbn9iuIEmEGwe4BAdL,tos-cn-p-0015c000-ce/oMticmFMIB7AnAuBhwsBfEFewHAiCTEwMxH0IS,manual_url,exact,high,exact_video_id_match,True,7597740490842925562,2026-04-21 18:36:23.995116
7597796630277204197,https://www.douyin.com/video/7597796630277204197,1768448196346648,七七超正,https://www.douyin.com/user/MS4wLjABAAAA_x7H9zFjHigz7p3IAZdJD-9fBYWOPWvOPviIL63nXcVqNfJdDj5mYuia8_laR3Gh,,1768999881,2026-01-21 20:51:21,133254,6022,138596,76995,"['南京美食', '南京', '南京旅游']",3,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/cece61c9f457973004bdac1e5bf557ca~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=lW9NoFSZlEwdj9yQuNom%2FTC15RU%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211836400DDD6525723FFC0D5549,@七七超正创作的原声,369,64687,2286086,"（全网同名）：七七超正  
🈴：🟢xuekaidi1014
饭搭子@小月半子_",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-0813c000-ce/o8fHAx4DMpFjIwEelCwF6ArDC9ACcQ9hvroAAE,tos-cn-p-0015c000-ce/oMvlfC0KpbEOyC5hByFEwoDjAcA9NaTQQ2f5oM,manual_url,exact,high,exact_video_id_match,True,7597796630277204197,2026-04-21 18:36:33.708365
7598135403585031466,https://www.douyin.com/video/7598135403585031466,3302530134575383,机智的呆狗,https://www.douyin.com/user/MS4wLjABAAAAz5CZ1a-Ie5WvEVdIydf240h7r46gS0fFcqSlDp55NBR1vVCYrtWk49DRz5km0iyV,#reaction #吐槽 #精神状态belike #青年创作者成长计划,1769078786,2026-01-22 18:46:26,131989,4516,15018,53668,"['reaction', '吐槽', '精神状态belike', '青年创作者成长计划']",4,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/16775a8c37ece4cfbfdeb5426ff97fdd~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=%2BhaQadgPxblsMkRttvkYIRj9oqg%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=202604211836572E61FD42F63B5602A92E,hard to start (降调版),271467,2611369,11288419,"快乐第一🎉
商务：dgg886666",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-dy/cdff96ba691741469caf3bf3d2f79aec,tos-cn-p-0015/o8cFqBCjQf7G7g8Ycf9dkQf8SB2AnDEd4BEAAB,manual_url,exact,high,exact_video_id_match,True,7598135403585031466,2026-04-21 18:36:50.978334
7598224870405513894,https://www.douyin.com/video/7598224870405513894,1528737700525252,昭,lyl07w05,{},1769172454,2026-01-23 20:47:34,70902,13324,78321,29345,[],0,https://p9-pc-sign.douyinpic.com/image-cut-tos-priv/5853c2f79394ca9abc4e8647e500d0f2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=51DESfpWmKr1yENt8KAIw0havMY%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421183749EBD85348C1124202F040,王者荣耀,309167,1836103,46303632,"巅峰↑⭐️包时包标🛰️: dygzs03
配音非本人！本人性别男@乐崽1号 
商务:lezaiovo2
商务2️⃣:anff0928(备注乐崽)",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-0813c000-ce/okAAYeEQIEwpHocf1oFekEDs8oFUaAAXDEl9Aj,tos-cn-p-0015c000-ce/oMBoFwff9pEzBeEaCMDyyAFlzXycwA1ILKUiIA,manual_url,exact,high,exact_video_id_match,True,7598224870405513894,2026-04-21 18:37:36.392785
7598432512244068709,https://www.douyin.com/video/7598432512244068709,2500724502040912,泡泡喵喵,https://www.douyin.com/user/MS4wLjABAAAAHHhqHpxcE2YnY-RYO-fSYvayGTQG0DeZ2gCPJvYG_qkHsy_X7bGqVvrBplCLT4cX,"下初雪了❄️大家许愿啦嘛^o^
这周糖醋排骨很成功！特别好吃！大家可以根据这个配方去试试！
本周菜单：
黑松露煎焗鸡
糖醋排骨（超好吃版）
孜然土豆牛肉
番茄炒蛋
#抖音美食创作者 #我的厨房日记 #一周备餐 #自制预制菜 #黑松露酱",1769162400,2026-01-23 18:00:00,172314,1579,26530,35439,"['抖音美食创作者', '我的厨房日记', '一周备餐', '自制预制菜', '黑松露酱']",5,https://p3-pc-sign.douyinpic.com/image-cut-tos-priv/2d15e319ff1e40f3a18ebaec99619ac2~tplv-dy-resize-origshort-autoq-75:330.jpeg?lk3s=138a59ce&x-expires=2092125600&x-signature=HZj8s46tDyNKGSEjR1pzKB64qtc%3D&from=327834062&s=PackSourceEnum_AWEME_DETAIL&se=false&sc=cover&biz_tag=pcweb_cover&l=20260421183814C0FA0DF3F56D460B6D81,蜜桃物语,337339,253336,1473447,"泡师傅独居小食堂👩🏻‍🍳
vlog｜日常｜美食｜烘焙
来了就是好朋友！每周更新好吃的🍱
定期放送一些节日特色备餐～🥮🥟🧆🥞
欢迎点菜！全网同名 嘿～",1,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777975200&x-signature=88L3WVvWURB324ijTZhSQwojxjM%3D&from=327834062,tos-cn-i-0813c000-ce/o8HwpEQt4ADIwuAdIsDACf4m2oFD9cOERA8TfA,tos-cn-p-0015c000-ce/oMmIjwoYEBDu5oOzvRilwZIieA8uBD2fAkB0BY,manual_url,exact,high,exact_video_id_match,True,7598432512244068709,2026-04-21 18:38:08.480444
