crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260506_221158,2026-05-06T22:11:58.698739,https://www.douyin.com/video/7622473264698314036,video_detail,https://www.douyin.com/video/7622473264698314036,,200,2026-05-06T22:11:58.698739,,38,,network_response_34,exact,high
20260506_221158,2026-05-06T22:12:08.569911,https://www.douyin.com/video/7622305689017351906,video_detail,https://www.douyin.com/video/7622305689017351906,,200,2026-05-06T22:12:08.569911,,68,1,network_response_28,exact,high
20260506_221158,2026-05-06T22:12:19.338444,https://www.douyin.com/video/7619990977893339510,video_detail,https://www.douyin.com/video/7619990977893339510,,200,2026-05-06T22:12:19.338444,,62,1,,none,low
20260506_221158,2026-05-06T22:12:31.601141,https://www.douyin.com/video/7622236469284850970,video_detail,https://www.douyin.com/video/7622236469284850970,,200,2026-05-06T22:12:31.601141,,29,,network_response_23,exact,high
20260506_221158,2026-05-06T22:12:38.742022,https://www.douyin.com/video/7625943440111941754,video_detail,https://www.douyin.com/video/7625943440111941754,,200,2026-05-06T22:12:38.742022,,58,1,network_response_29,exact,high
20260506_221158,2026-05-06T22:12:52.893489,https://www.douyin.com/video/7613388807098143194,video_detail,https://www.douyin.com/video/7613388807098143194,,200,2026-05-06T22:12:52.893489,,55,1,network_response_30,exact,high
20260506_221158,2026-05-06T22:13:06.951807,https://www.douyin.com/video/7628946780247428378,video_detail,https://www.douyin.com/video/7628946780247428378,,200,2026-05-06T22:13:06.951807,,70,1,network_response_30,exact,high
20260506_221158,2026-05-06T22:13:21.758178,https://www.douyin.com/video/7621066610589142322,video_detail,https://www.douyin.com/video/7621066610589142322,,200,2026-05-06T22:13:21.758178,,42,1,,none,low
20260506_221158,2026-05-06T22:13:32.096988,https://www.douyin.com/video/7604806816416927022,video_detail,https://www.douyin.com/video/7604806816416927022,,200,2026-05-06T22:13:32.096988,,60,1,network_response_28,exact,high
20260506_221158,2026-05-06T22:13:47.614811,https://www.douyin.com/video/7598118255686283761,video_detail,https://www.douyin.com/video/7598118255686283761,,200,2026-05-06T22:13:47.614811,,54,1,network_response_28,exact,high
