source_node_id,target_node_id,source_raw_id,target_raw_id,edge_type,is_reverse
0,4774,video::6773901168964798477,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,0,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::6773901168964798477,video_author,True
1,4774,video::6773906068725565448,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,1,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::6773906068725565448,video_author,True
2,4775,video::7289747189515980067,author::59639995221,video_author,False
4775,2,author::59639995221,video::7289747189515980067,video_author,True
3,4776,video::7361427727863385359,author::3338538583337303,video_author,False
4776,3,author::3338538583337303,video::7361427727863385359,video_author,True
4,4774,video::7396829450211446050,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,4,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::7396829450211446050,video_author,True
5,4774,video::7434082518397226249,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,5,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::7434082518397226249,video_author,True
6,4774,video::7436607919690484992,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,6,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::7436607919690484992,video_author,True
7,4774,video::7436608563918769448,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video_author,False
4774,7,author::f28b3db5-8a98-ee6b-09c6-4b5453f0e475,video::7436608563918769448,video_author,True
8,4777,video::7444362506467872027,author::102334023579,video_author,False
4777,8,author::102334023579,video::7444362506467872027,video_author,True
9,4778,video::7446264878886554895,author::93117380677,video_author,False
4778,9,author::93117380677,video::7446264878886554895,video_author,True
10,4779,video::7446279061011303732,author::110107418620,video_author,False
4779,10,author::110107418620,video::7446279061011303732,video_author,True
11,4780,video::7454910938953698575,author::2291801069987693,video_author,False
4780,11,author::2291801069987693,video::7454910938953698575,video_author,True
12,4781,video::7465919739051642166,author::111569815525,video_author,False
4781,12,author::111569815525,video::7465919739051642166,video_author,True
13,4782,video::7468609439512235291,author::66342716264,video_author,False
4782,13,author::66342716264,video::7468609439512235291,video_author,True
14,4783,video::7471634760171834659,author::82476269602,video_author,False
4783,14,author::82476269602,video::7471634760171834659,video_author,True
15,4784,video::7473095677464136975,author::97963912656,video_author,False
4784,15,author::97963912656,video::7473095677464136975,video_author,True
16,4785,video::7476789346587151651,author::3157397667324584,video_author,False
4785,16,author::3157397667324584,video::7476789346587151651,video_author,True
17,4786,video::7483107090936941874,author::2207423758342172,video_author,False
4786,17,author::2207423758342172,video::7483107090936941874,video_author,True
18,4787,video::7485566382344588578,author::97113498102,video_author,False
4787,18,author::97113498102,video::7485566382344588578,video_author,True
19,4788,video::7486467317828816166,author::3869901305159384,video_author,False
4788,19,author::3869901305159384,video::7486467317828816166,video_author,True
20,4789,video::7513843872540233023,author::7499763308766807099,video_author,False
4789,20,author::7499763308766807099,video::7513843872540233023,video_author,True
21,4790,video::7514106819482045755,author::2410605723791054,video_author,False
4790,21,author::2410605723791054,video::7514106819482045755,video_author,True
22,4791,video::7517969543269059850,author::2931726622135948,video_author,False
4791,22,author::2931726622135948,video::7517969543269059850,video_author,True
23,4792,video::7518075611806551322,author::ba3359f9-9dfe-a8c1-a447-ef64d6d66bf6,video_author,False
4792,23,author::ba3359f9-9dfe-a8c1-a447-ef64d6d66bf6,video::7518075611806551322,video_author,True
24,4793,video::7520905099401497891,author::3472701123732212,video_author,False
4793,24,author::3472701123732212,video::7520905099401497891,video_author,True
25,4794,video::7520939828767132928,author::1512581882719389,video_author,False
4794,25,author::1512581882719389,video::7520939828767132928,video_author,True
26,4789,video::7523116377247321383,author::7499763308766807099,video_author,False
4789,26,author::7499763308766807099,video::7523116377247321383,video_author,True
27,4795,video::7531357712618114313,author::3432020902417799,video_author,False
4795,27,author::3432020902417799,video::7531357712618114313,video_author,True
28,4792,video::7532461688206085402,author::ba3359f9-9dfe-a8c1-a447-ef64d6d66bf6,video_author,False
4792,28,author::ba3359f9-9dfe-a8c1-a447-ef64d6d66bf6,video::7532461688206085402,video_author,True
29,4796,video::7533721108269321472,author::747323848917437,video_author,False
4796,29,author::747323848917437,video::7533721108269321472,video_author,True
30,4797,video::7536515789558451495,author::3769547221107655,video_author,False
4797,30,author::3769547221107655,video::7536515789558451495,video_author,True
31,4798,video::7542449576419020083,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,31,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7542449576419020083,video_author,True
32,4799,video::7542468244687293715,author::7411852413869671481,video_author,False
4799,32,author::7411852413869671481,video::7542468244687293715,video_author,True
33,4800,video::7542842698634431783,author::7542343451725448249,video_author,False
4800,33,author::7542343451725448249,video::7542842698634431783,video_author,True
34,4801,video::7542847691571744000,author::7524649017218434105,video_author,False
4801,34,author::7524649017218434105,video::7542847691571744000,video_author,True
35,4802,video::7543076811148676379,author::7524625866836902971,video_author,False
4802,35,author::7524625866836902971,video::7543076811148676379,video_author,True
36,4802,video::7543115485139782958,author::7524625866836902971,video_author,False
4802,36,author::7524625866836902971,video::7543115485139782958,video_author,True
37,4801,video::7543152714943876387,author::7524649017218434105,video_author,False
4801,37,author::7524649017218434105,video::7543152714943876387,video_author,True
38,4802,video::7543189889081249074,author::7524625866836902971,video_author,False
4802,38,author::7524625866836902971,video::7543189889081249074,video_author,True
39,4801,video::7543224564684197120,author::7524649017218434105,video_author,False
4801,39,author::7524649017218434105,video::7543224564684197120,video_author,True
40,4803,video::7543503016624655654,author::92aea57b-1b01-3181-14bd-25b9188349a5,video_author,False
4803,40,author::92aea57b-1b01-3181-14bd-25b9188349a5,video::7543503016624655654,video_author,True
41,4804,video::7543581458393337103,author::721700892993743,video_author,False
4804,41,author::721700892993743,video::7543581458393337103,video_author,True
42,4803,video::7543906254733823284,author::92aea57b-1b01-3181-14bd-25b9188349a5,video_author,False
4803,42,author::92aea57b-1b01-3181-14bd-25b9188349a5,video::7543906254733823284,video_author,True
43,4805,video::7544038150016929058,author::1994991141400795,video_author,False
4805,43,author::1994991141400795,video::7544038150016929058,video_author,True
44,4806,video::7544971601616424243,author::3765182212624168,video_author,False
4806,44,author::3765182212624168,video::7544971601616424243,video_author,True
45,4800,video::7545041840672623912,author::7542343451725448249,video_author,False
4800,45,author::7542343451725448249,video::7545041840672623912,video_author,True
46,4807,video::7545305886307241216,author::3912530210338105,video_author,False
4807,46,author::3912530210338105,video::7545305886307241216,video_author,True
47,4801,video::7545381758141795634,author::7524649017218434105,video_author,False
4801,47,author::7524649017218434105,video::7545381758141795634,video_author,True
48,4807,video::7545695756263410998,author::3912530210338105,video_author,False
4807,48,author::3912530210338105,video::7545695756263410998,video_author,True
49,4798,video::7546263863453289778,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,49,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7546263863453289778,video_author,True
50,4808,video::7546401851793575222,author::7524651291906245691,video_author,False
4808,50,author::7524651291906245691,video::7546401851793575222,video_author,True
51,4809,video::7546469954996948274,author::177a3f9e-cd6c-4c04-0b54-664ca45f2503,video_author,False
4809,51,author::177a3f9e-cd6c-4c04-0b54-664ca45f2503,video::7546469954996948274,video_author,True
52,4807,video::7547620359265209639,author::3912530210338105,video_author,False
4807,52,author::3912530210338105,video::7547620359265209639,video_author,True
53,4802,video::7547954215356779815,author::7524625866836902971,video_author,False
4802,53,author::7524625866836902971,video::7547954215356779815,video_author,True
54,4804,video::7547991038376299810,author::721700892993743,video_author,False
4804,54,author::721700892993743,video::7547991038376299810,video_author,True
55,4810,video::7548024723947474176,author::57f000a7-1810-2c9c-bc47-5ea291cd5b24,video_author,False
4810,55,author::57f000a7-1810-2c9c-bc47-5ea291cd5b24,video::7548024723947474176,video_author,True
56,4800,video::7548390561330367794,author::7542343451725448249,video_author,False
4800,56,author::7542343451725448249,video::7548390561330367794,video_author,True
57,4811,video::7548734306391215395,author::4434781459186011,video_author,False
4811,57,author::4434781459186011,video::7548734306391215395,video_author,True
58,4812,video::7548755625631665444,author::16901986025,video_author,False
4812,58,author::16901986025,video::7548755625631665444,video_author,True
59,4799,video::7549114173926509851,author::7411852413869671481,video_author,False
4799,59,author::7411852413869671481,video::7549114173926509851,video_author,True
60,4811,video::7551273257052163374,author::4434781459186011,video_author,False
4811,60,author::4434781459186011,video::7551273257052163374,video_author,True
61,4804,video::7554260809254178048,author::721700892993743,video_author,False
4804,61,author::721700892993743,video::7554260809254178048,video_author,True
62,4798,video::7562839428796861711,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,62,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7562839428796861711,video_author,True
63,4813,video::7563552305543482624,author::98383539711,video_author,False
4813,63,author::98383539711,video::7563552305543482624,video_author,True
64,4798,video::7563585523508399386,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,64,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7563585523508399386,video_author,True
65,4814,video::7563942642787126538,author::65047832253,video_author,False
4814,65,author::65047832253,video::7563942642787126538,video_author,True
66,4813,video::7564266010748964159,author::98383539711,video_author,False
4813,66,author::98383539711,video::7564266010748964159,video_author,True
67,4815,video::7566550506869493042,author::1567255434629161,video_author,False
4815,67,author::1567255434629161,video::7566550506869493042,video_author,True
68,4816,video::7567284867466071306,author::78529946587,video_author,False
4816,68,author::78529946587,video::7567284867466071306,video_author,True
69,4804,video::7568320604852473123,author::721700892993743,video_author,False
4804,69,author::721700892993743,video::7568320604852473123,video_author,True
70,4798,video::7568702566624808202,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
