source_node_id,target_node_id,source_raw_id,target_raw_id,edge_type,is_reverse
4798,70,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7568702566624808202,video_author,True
71,4817,video::7568707871634885924,author::3543043838313328,video_author,False
4817,71,author::3543043838313328,video::7568707871634885924,video_author,True
72,4816,video::7569106505291631907,author::78529946587,video_author,False
4816,72,author::78529946587,video::7569106505291631907,video_author,True
73,4798,video::7569586392179707179,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,73,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7569586392179707179,video_author,True
74,4816,video::7572554930871864626,author::78529946587,video_author,False
4816,74,author::78529946587,video::7572554930871864626,video_author,True
75,4818,video::7592195553556057380,author::103797704116,video_author,False
4818,75,author::103797704116,video::7592195553556057380,video_author,True
76,4798,video::7603682013224817051,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,76,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603682013224817051,video_author,True
77,4819,video::7603726437715656399,author::468860308305123,video_author,False
4819,77,author::468860308305123,video::7603726437715656399,video_author,True
78,4820,video::7603736558218300722,author::989180887574755,video_author,False
4820,78,author::989180887574755,video::7603736558218300722,video_author,True
79,4821,video::7603755400656393147,author::10d54f27-60f7-4c88-61ad-8868952821b8,video_author,False
4821,79,author::10d54f27-60f7-4c88-61ad-8868952821b8,video::7603755400656393147,video_author,True
80,4822,video::7603793573145742643,author::3985060483051645,video_author,False
4822,80,author::3985060483051645,video::7603793573145742643,video_author,True
81,4798,video::7603864787012881710,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,81,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603864787012881710,video_author,True
82,4823,video::7603891979139719610,author::4378683369589120,video_author,False
4823,82,author::4378683369589120,video::7603891979139719610,video_author,True
83,4798,video::7603939586112244998,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,83,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603939586112244998,video_author,True
84,4798,video::7603940317389229355,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,84,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603940317389229355,video_author,True
85,4824,video::7603950842764447002,author::2900941162684969,video_author,False
4824,85,author::2900941162684969,video::7603950842764447002,video_author,True
86,4825,video::7603954576844246298,author::849236987489101,video_author,False
4825,86,author::849236987489101,video::7603954576844246298,video_author,True
87,4798,video::7603960114824300409,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,87,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603960114824300409,video_author,True
88,4826,video::7603966638735510784,author::1678285457858404,video_author,False
4826,88,author::1678285457858404,video::7603966638735510784,video_author,True
89,4798,video::7603978036769295650,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,89,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7603978036769295650,video_author,True
90,4827,video::7603987685513907471,author::3227813844096955,video_author,False
4827,90,author::3227813844096955,video::7603987685513907471,video_author,True
91,4828,video::7604014713420270867,author::1925951680684317,video_author,False
4828,91,author::1925951680684317,video::7604014713420270867,video_author,True
92,4829,video::7604029611425653233,author::62200739304,video_author,False
4829,92,author::62200739304,video::7604029611425653233,video_author,True
93,4830,video::7604030384984182016,author::4048860538732696,video_author,False
4830,93,author::4048860538732696,video::7604030384984182016,video_author,True
94,4831,video::7604034088026066185,author::96649974799,video_author,False
4831,94,author::96649974799,video::7604034088026066185,video_author,True
95,4832,video::7604037287877397801,author::3311347111563788,video_author,False
4832,95,author::3311347111563788,video::7604037287877397801,video_author,True
96,4833,video::7604057676993039650,author::83807804972,video_author,False
4833,96,author::83807804972,video::7604057676993039650,video_author,True
97,4834,video::7604063810458782073,author::7539782059905418297,video_author,False
4834,97,author::7539782059905418297,video::7604063810458782073,video_author,True
98,4835,video::7604078137794949802,author::3969695039881819,video_author,False
4835,98,author::3969695039881819,video::7604078137794949802,video_author,True
99,4836,video::7604080177258684554,author::661247270060491,video_author,False
4836,99,author::661247270060491,video::7604080177258684554,video_author,True
100,4837,video::7604090131200412962,author::1025196285503872,video_author,False
4837,100,author::1025196285503872,video::7604090131200412962,video_author,True
101,4838,video::7604095920950545707,author::70079459262,video_author,False
4838,101,author::70079459262,video::7604095920950545707,video_author,True
102,4839,video::7604152238784695571,author::7504147764683916345,video_author,False
4839,102,author::7504147764683916345,video::7604152238784695571,video_author,True
103,4798,video::7604348803650522406,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video_author,False
4798,103,author::6f3f800f-83ef-fbc1-ef88-35f75512b9c3,video::7604348803650522406,video_author,True
104,4840,video::7604379602140161254,author::77210010046,video_author,False
4840,104,author::77210010046,video::7604379602140161254,video_author,True
105,4841,video::7604380985584585994,author::1736842004401340,video_author,False
4841,105,author::1736842004401340,video::7604380985584585994,video_author,True
106,4842,video::7604407723140735985,author::1152707915700759,video_author,False
4842,106,author::1152707915700759,video::7604407723140735985,video_author,True
107,4843,video::7604423054055214376,author::4209361152903560,video_author,False
4843,107,author::4209361152903560,video::7604423054055214376,video_author,True
108,4844,video::7604434310531140900,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,108,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604434310531140900,video_author,True
109,4844,video::7604435852509855878,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,109,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604435852509855878,video_author,True
110,4845,video::7604447279004536073,author::101382101082,video_author,False
4845,110,author::101382101082,video::7604447279004536073,video_author,True
111,4846,video::7604464497180429595,author::88306720305,video_author,False
4846,111,author::88306720305,video::7604464497180429595,video_author,True
112,4844,video::7604473704143146246,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,112,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604473704143146246,video_author,True
113,4847,video::7604502587320539237,author::1548548832762718,video_author,False
4847,113,author::1548548832762718,video::7604502587320539237,video_author,True
114,4844,video::7604518913342688625,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,114,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604518913342688625,video_author,True
115,4848,video::7604683041507708169,author::1667291262230648,video_author,False
4848,115,author::1667291262230648,video::7604683041507708169,video_author,True
116,4849,video::7604696082626399539,author::2005976006801166,video_author,False
4849,116,author::2005976006801166,video::7604696082626399539,video_author,True
117,4850,video::7604773826357972266,author::4311643383413907,video_author,False
4850,117,author::4311643383413907,video::7604773826357972266,video_author,True
118,4851,video::7604787367005719858,author::3808325695976700,video_author,False
4851,118,author::3808325695976700,video::7604787367005719858,video_author,True
119,4844,video::7604793145407602598,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,119,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604793145407602598,video_author,True
120,4852,video::7604799847492881674,author::4099458445607268,video_author,False
4852,120,author::4099458445607268,video::7604799847492881674,video_author,True
121,4853,video::7604821651553427557,author::82745142061,video_author,False
4853,121,author::82745142061,video::7604821651553427557,video_author,True
122,4854,video::7604856005398236468,author::94460321183,video_author,False
4854,122,author::94460321183,video::7604856005398236468,video_author,True
123,4844,video::7604859830657895706,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,123,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604859830657895706,video_author,True
124,4855,video::7604885085570406473,author::880025629891079,video_author,False
4855,124,author::880025629891079,video::7604885085570406473,video_author,True
125,4844,video::7604970219076979977,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,125,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7604970219076979977,video_author,True
126,4856,video::7605008048323319483,author::1204672132025055,video_author,False
4856,126,author::1204672132025055,video::7605008048323319483,video_author,True
127,4857,video::7605047371885577830,author::3743188371638270,video_author,False
4857,127,author::3743188371638270,video::7605047371885577830,video_author,True
128,4858,video::7605064229628585338,author::72722641292,video_author,False
4858,128,author::72722641292,video::7605064229628585338,video_author,True
129,4859,video::7605076911856832625,author::7571072628598064187,video_author,False
4859,129,author::7571072628598064187,video::7605076911856832625,video_author,True
130,4860,video::7605103373188189486,author::4365530439891280,video_author,False
4860,130,author::4365530439891280,video::7605103373188189486,video_author,True
131,4861,video::7605115313167912226,author::98396448177,video_author,False
4861,131,author::98396448177,video::7605115313167912226,video_author,True
132,4862,video::7605117328174501139,author::4443574575046396,video_author,False
4862,132,author::4443574575046396,video::7605117328174501139,video_author,True
133,4863,video::7605139587539239013,author::4302816037843736,video_author,False
4863,133,author::4302816037843736,video::7605139587539239013,video_author,True
134,4864,video::7605158000101182756,author::253368262726410,video_author,False
4864,134,author::253368262726410,video::7605158000101182756,video_author,True
135,4844,video::7605159795833703686,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,135,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605159795833703686,video_author,True
136,4844,video::7605164093934275883,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,136,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605164093934275883,video_author,True
137,4844,video::7605176499457732736,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,137,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605176499457732736,video_author,True
138,4865,video::7605177000685447153,author::96469497900,video_author,False
4865,138,author::96469497900,video::7605177000685447153,video_author,True
139,4866,video::7605177045475917937,author::87115344585,video_author,False
4866,139,author::87115344585,video::7605177045475917937,video_author,True
140,4867,video::7605187692435807370,author::3619244324958030,video_author,False
4867,140,author::3619244324958030,video::7605187692435807370,video_author,True
141,4868,video::7605194095530741044,author::73457860344,video_author,False
4868,141,author::73457860344,video::7605194095530741044,video_author,True
142,4869,video::7605214796832787738,author::2078546460425896,video_author,False
4869,142,author::2078546460425896,video::7605214796832787738,video_author,True
143,4844,video::7605218796038638886,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,143,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605218796038638886,video_author,True
144,4844,video::7605246076626521385,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,144,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605246076626521385,video_author,True
145,4870,video::7605247823310834982,author::106065875187,video_author,False
4870,145,author::106065875187,video::7605247823310834982,video_author,True
146,4844,video::7605259543337061684,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,146,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605259543337061684,video_author,True
147,4871,video::7605399688351542345,author::4296514013760036,video_author,False
4871,147,author::4296514013760036,video::7605399688351542345,video_author,True
148,4872,video::7605453761003212042,author::536214489021671,video_author,False
4872,148,author::536214489021671,video::7605453761003212042,video_author,True
149,4873,video::7605477912359357705,author::1209111119399517,video_author,False
4873,149,author::1209111119399517,video::7605477912359357705,video_author,True
150,4874,video::7605501208069798863,author::109178348574,video_author,False
4874,150,author::109178348574,video::7605501208069798863,video_author,True
151,4875,video::7605521309665168703,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video_author,False
4875,151,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video::7605521309665168703,video_author,True
152,4876,video::7605537545136475444,author::67560248448,video_author,False
4876,152,author::67560248448,video::7605537545136475444,video_author,True
153,4877,video::7605541782989901092,author::93145510406,video_author,False
4877,153,author::93145510406,video::7605541782989901092,video_author,True
154,4875,video::7605557499852279040,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video_author,False
4875,154,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video::7605557499852279040,video_author,True
155,4875,video::7605598509676632433,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video_author,False
4875,155,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video::7605598509676632433,video_author,True
156,4878,video::7605623331803621233,author::646113078020548,video_author,False
4878,156,author::646113078020548,video::7605623331803621233,video_author,True
157,4875,video::7605624352293534821,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video_author,False
4875,157,author::690782bd-1cea-7c68-45a5-edd63ec735ba,video::7605624352293534821,video_author,True
158,4879,video::7605626172835237129,author::84328556630,video_author,False
4879,158,author::84328556630,video::7605626172835237129,video_author,True
159,4880,video::7605776314468994355,author::3931457723828160,video_author,False
4880,159,author::3931457723828160,video::7605776314468994355,video_author,True
160,4881,video::7605800817559391531,author::3080166853851178,video_author,False
4881,160,author::3080166853851178,video::7605800817559391531,video_author,True
161,4882,video::7605810387035901225,author::180792499380830,video_author,False
4882,161,author::180792499380830,video::7605810387035901225,video_author,True
162,4883,video::7605824588253380550,author::101497505121,video_author,False
4883,162,author::101497505121,video::7605824588253380550,video_author,True
163,4884,video::7605844825748966696,author::3375918875161716,video_author,False
4884,163,author::3375918875161716,video::7605844825748966696,video_author,True
164,4885,video::7605877215523310890,author::1581566297116747,video_author,False
4885,164,author::1581566297116747,video::7605877215523310890,video_author,True
165,4844,video::7605898178700856618,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,165,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605898178700856618,video_author,True
166,4844,video::7605903654689041594,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,166,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605903654689041594,video_author,True
167,4844,video::7605918627308555526,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,167,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605918627308555526,video_author,True
168,4886,video::7605919134269984051,author::1185686246142521,video_author,False
4886,168,author::1185686246142521,video::7605919134269984051,video_author,True
169,4887,video::7605932170264602489,author::2436943466475070,video_author,False
4887,169,author::2436943466475070,video::7605932170264602489,video_author,True
170,4844,video::7605934698338045220,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,170,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605934698338045220,video_author,True
171,4888,video::7605935152887352591,author::3685201811353003,video_author,False
4888,171,author::3685201811353003,video::7605935152887352591,video_author,True
172,4889,video::7605961087145757958,author::101721056071,video_author,False
4889,172,author::101721056071,video::7605961087145757958,video_author,True
173,4890,video::7605968387344465829,author::4183001391965087,video_author,False
4890,173,author::4183001391965087,video::7605968387344465829,video_author,True
174,4891,video::7605971905669041435,author::1559527259378028,video_author,False
4891,174,author::1559527259378028,video::7605971905669041435,video_author,True
175,4844,video::7605989814269201664,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,175,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7605989814269201664,video_author,True
176,4892,video::7605990487618506025,author::4158770124959140,video_author,False
4892,176,author::4158770124959140,video::7605990487618506025,video_author,True
177,4893,video::7606067998448782644,author::7460009747736724538,video_author,False
4893,177,author::7460009747736724538,video::7606067998448782644,video_author,True
178,4894,video::7606158290820949946,author::3801489252295257,video_author,False
4894,178,author::3801489252295257,video::7606158290820949946,video_author,True
179,4844,video::7606165999628389683,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,179,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7606165999628389683,video_author,True
180,4895,video::7606232664923786559,author::844887936216748,video_author,False
4895,180,author::844887936216748,video::7606232664923786559,video_author,True
181,4844,video::7606239429388193024,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,181,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7606239429388193024,video_author,True
182,4896,video::7606243602649353535,author::63838727162,video_author,False
4896,182,author::63838727162,video::7606243602649353535,video_author,True
183,4897,video::7606259601511599396,author::3756410635291595,video_author,False
4897,183,author::3756410635291595,video::7606259601511599396,video_author,True
184,4844,video::7606264908308663571,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,184,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7606264908308663571,video_author,True
185,4844,video::7606275186920361251,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,185,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7606275186920361251,video_author,True
186,4898,video::7606278219394155643,author::3025455780215064,video_author,False
4898,186,author::3025455780215064,video::7606278219394155643,video_author,True
187,4844,video::7606283356012041125,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
4844,187,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video::7606283356012041125,video_author,True
188,4899,video::7606284279789653257,author::4215984521482403,video_author,False
4899,188,author::4215984521482403,video::7606284279789653257,video_author,True
189,4900,video::7606290231008520098,author::3267348268320845,video_author,False
4900,189,author::3267348268320845,video::7606290231008520098,video_author,True
190,4901,video::7606295612183801777,author::358894106853232,video_author,False
4901,190,author::358894106853232,video::7606295612183801777,video_author,True
191,4902,video::7606302699990028258,author::106594082021,video_author,False
4902,191,author::106594082021,video::7606302699990028258,video_author,True
192,4903,video::7606319324428569892,author::284107743442686,video_author,False
4903,192,author::284107743442686,video::7606319324428569892,video_author,True
193,4904,video::7606331367487589673,author::93024317307,video_author,False
4904,193,author::93024317307,video::7606331367487589673,video_author,True
194,4905,video::7606346439869992242,author::71190353537,video_author,False
4905,194,author::71190353537,video::7606346439869992242,video_author,True
195,4906,video::7606349636491611443,author::2601864199157891,video_author,False
4906,195,author::2601864199157891,video::7606349636491611443,video_author,True
196,4844,video::7606380479705178852,author::728422ac-99ab-49e3-39c3-6d4f000c7b5f,video_author,False
