video_id,crawl_time,cover_uri,cover_url_list,cover_width,cover_height,origin_cover_uri,origin_cover_url_list,origin_cover_width,origin_cover_height,dynamic_cover_uri,dynamic_cover_url_list,dynamic_cover_width,dynamic_cover_height,video_width,video_height,video_format,video_ratio,is_h265,is_long_video,has_watermark,bit_rate_raw,big_thumbs_raw,video_meta_raw
7624873382114282803,2026-05-06 23:14:22.687017,image-cut-tos-priv/ad730a96f11eacac83c9124e244cc3f2,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015/okTkg0Y0nMAfeTz9lfXfC2nHNDwAqEOQg78bDQ,"[""tos-cn-p-0015/okTkg0Y0nMAfeTz9lfXfC2nHNDwAqEOQg78bDQ""]",640,360,tos-cn-i-dy/dec43ec82c1f423690faf22813d329d2,"[""tos-cn-i-dy/dec43ec82c1f423690faf22813d329d2""]",720,720,720,720,,,,,,,,
7624990104373376421,2026-05-06 23:14:33.686902,image-cut-tos-priv/9301b6a9fe105b16eefdad7b46ae1655,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/osqHLfiBe61WZ4CeAGEHAyiAee00eiDOfGBwebe,"[""tos-cn-p-0015c000-ce/osqHLfiBe61WZ4CeAGEHAyiAee00eiDOfGBwebe""]",360,640,tos-cn-i-0813c000-ce/oQvBiEmGLA5AhDQREAABif4Nea6U0IAUDERewE,"[""tos-cn-i-0813c000-ce/oQvBiEmGLA5AhDQREAABif4Nea6U0IAUDERewE""]",720,720,720,720,,,,,,,,
7625140333864586559,2026-05-06 23:14:51.382591,image-cut-tos-priv/b0d49966800469a8467178f75922a1d2,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015/oQEvaZnPUIHIQsid1gPiPwIURu6B6AwiBAI8b,"[""tos-cn-p-0015/oQEvaZnPUIHIQsid1gPiPwIURu6B6AwiBAI8b""]",640,360,tos-cn-i-dy/7cbbf492ced6412da2f1786cc03e55b1,"[""tos-cn-i-dy/7cbbf492ced6412da2f1786cc03e55b1""]",720,720,720,720,,,,,,,,
7625266759122124394,2026-05-06 23:15:04.636051,image-cut-tos-priv/cbd6ea20bbd03b805baf7b9e7eaab2aa,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015/ok4daSAaJuhTjIqBYJPPA7u2iQI5wjBuimi3I,"[""tos-cn-p-0015/ok4daSAaJuhTjIqBYJPPA7u2iQI5wjBuimi3I""]",640,360,tos-cn-i-0813/owAAz2YAQiI7DacStaBVIjvjoP6dAJYHAikE1,"[""tos-cn-i-0813/owAAz2YAQiI7DacStaBVIjvjoP6dAJYHAikE1""]",720,720,720,720,,,,,,,,
7625382302234791183,2026-05-06 23:15:22.371436,,,,,,,,,,,,,300,318,,,,,,,,
7625492021486144777,2026-05-06 23:15:27.864517,image-cut-tos-priv/3275b12ae5279ce7c48968624b5ce5f5,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015/o4bQgf0QM8NYAipcCFxVAxEvmD9XfQAF9BBr2C,"[""tos-cn-p-0015/o4bQgf0QM8NYAipcCFxVAxEvmD9XfQAF9BBr2C""]",640,360,tos-cn-i-dy/5bac1db6e60747629caf790b114d16c9,"[""tos-cn-i-dy/5bac1db6e60747629caf790b114d16c9""]",720,720,720,720,,,,,,,,
7625531481825330537,2026-05-06 23:15:42.965706,,,,,,,,,,,,,300,318,,,,,,,,
7625546845988749440,2026-05-06 23:15:55.189090,image-cut-tos-priv/00c63d9c3aa570ce9b586b1f5d5de7fa,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015/oIOegmiHAGIeaAS34xYIeLOxfEQVfgs5twmlnG,"[""tos-cn-p-0015/oIOegmiHAGIeaAS34xYIeLOxfEQVfgs5twmlnG""]",640,360,tos-cn-p-0015/o0xBeEcDAR4CSPtFf4T7BEA4Q8m2PpQVsf32tE,"[""tos-cn-p-0015/o0xBeEcDAR4CSPtFf4T7BEA4Q8m2PpQVsf32tE""]",720,720,720,720,,,,,,,,
7625929057691078053,2026-05-06 23:16:05.848164,image-cut-tos-priv/cc9bf977fda79328211b61781b624e51,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779289200&x-signature=PqpTRk9MfLImfO5MPt%2BvOd4tS3Q%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/ogFwi6Jp1AsoE2KBEh4L39vBniUfIHetArMwID,"[""tos-cn-p-0015c000-ce/ogFwi6Jp1AsoE2KBEh4L39vBniUfIHetArMwID""]",360,640,tos-cn-i-0813c000-ce/oEhBleXUMgH7G7AIAM9IAjFOvJqLE5BfTewcAD,"[""tos-cn-i-0813c000-ce/oEhBleXUMgH7G7AIAM9IAjFOvJqLE5BfTewcAD""]",720,720,720,720,,,,,,,,
7625931818142878995,2026-05-06 23:16:14.644352,,,,,,,,,,,,,300,318,,,,,,,,
