video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7624873382114282803,2026-05-06 23:14:22.687017,7624873530749078315,,@青樱格格创作的原声,青樱格格,64200561109,青樱格格,556,,False,,,,,
7624990104373376421,2026-05-06 23:14:33.686902,7624989924013411081,,@听舟日记创作的原声,听舟日记,4000489808613520,听舟日记,303,,False,,,,,
7625140333864586559,2026-05-06 23:14:51.382591,7625140525426854666,,@小岳来了24创作的原声,小岳来了24,96492518134,小岳来了24,833,,False,,,,,
7625266759122124394,2026-05-06 23:15:04.636051,7625266734718651163,,@爱玩的闷三（露营版）创作的原声,爱玩的闷三（露营版）,97892361811,爱玩的闷三（露营版）,386,,False,,,,,
7625382302234791183,2026-05-06 23:15:22.371436,,,,,,,,,,,,,,
7625492021486144777,2026-05-06 23:15:27.864517,7625492342216198938,,三角洲行动,米尔Miru   （三角洲行动）,111544946217,米尔Miru   （三角洲行动）,631,,False,,,,,
7625531481825330537,2026-05-06 23:15:42.965706,,,PC Tab,,,,,,,,,,,
7625546845988749440,2026-05-06 23:15:55.189090,7625546760974388009,,@花花吃不饱创作的原声,花花吃不饱,633793014136968,花花吃不饱,204,,False,,,,,
7625929057691078053,2026-05-06 23:16:05.848164,7625929028838492970,,@哒哒看世界创作的原声,哒哒看世界,3039476090415392,哒哒看世界,452,,False,,,,,
7625931818142878995,2026-05-06 23:16:14.644352,,,直播间带货榜,,,,,,,,,,,
7625943440111941754,2026-05-06 23:16:24.431830,7626009281539722038,,@大韩同学呀（大比同学）创作的原声,大韩同学呀（大比同学）,3380378351974988,大韩同学呀（大比同学）,313,,False,,,,,
7625983892776400448,2026-05-06 23:16:38.101574,,,直播间带货榜,,,,,,,,,,,
7626039783856311604,2026-05-06 23:16:49.254189,7626036135185451802,,@野兽中文配音Mr创作的原声,野兽中文配音Mr,3151644576458712,野兽中文配音Mr,982,,False,,,,,
7626119147679665427,2026-05-06 23:17:16.060408,,,直播间带货榜,,,,,,,,,,,
