model_name,run_id,score_min,score_max,score_mean,score_std,score_median,avg_score_positive_label,avg_score_negative_label,pred_positive_count,pred_positive_rate,label_positive_count,label_positive_rate
dnn,202605111858,0.00053444423,0.99991524,0.4079857958363067,0.2915132017601857,0.5240791,0.6177886820333334,0.2681172050382889,389,0.5186666666666667,300,0.4
wide_deep,202605111921,0.00023460641,0.99999964,0.39236171464628,0.31229350032816167,0.43203458,0.6035435624933334,0.25157381608157775,324,0.432,300,0.4
graphsage,202605112028,0.00058171205,0.9868259,0.40911572502236004,0.2841811512868239,0.47203873500000004,0.6098708526,0.27527897330393336,353,0.4706666666666667,300,0.4
multimodal,202605111759,3.244258550694212e-05,0.8074811697006226,0.39686419375754,0.2591569836272194,0.46364937722682953,0.5599361112713814,0.28814958208164576,325,0.43333333333333335,300,0.4
