crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260506_184820,2026-05-06T18:48:20.656402,https://www.douyin.com/video/7622473264698314036,video_detail,https://www.douyin.com/video/7622473264698314036,,200,2026-05-06T18:48:20.656402,,41,,network_response_28,exact,high
20260506_184820,2026-05-06T18:48:30.842419,https://www.douyin.com/video/7622305689017351906,video_detail,https://www.douyin.com/video/7622305689017351906,,200,2026-05-06T18:48:30.842419,,70,1,network_response_33,exact,high
20260506_184820,2026-05-06T18:48:42.227535,https://www.douyin.com/video/7619990977893339510,video_detail,https://www.douyin.com/video/7619990977893339510,,200,2026-05-06T18:48:42.227535,,27,,,none,low
20260506_184820,2026-05-06T18:48:47.643300,https://www.douyin.com/video/7622236469284850970,video_detail,https://www.douyin.com/video/7622236469284850970,,200,2026-05-06T18:48:47.643300,,57,1,network_response_30,exact,high
20260506_184820,2026-05-06T18:48:58.482396,https://www.douyin.com/video/7625943440111941754,video_detail,https://www.douyin.com/video/7625943440111941754,,200,2026-05-06T18:48:58.482396,,64,1,network_response_29,exact,high
20260506_184820,2026-05-06T18:49:12.028442,https://www.douyin.com/video/7613388807098143194,video_detail,https://www.douyin.com/video/7613388807098143194,,200,2026-05-06T18:49:12.028442,,35,1,network_response_28,exact,high
20260506_184820,2026-05-06T18:49:22.613617,https://www.douyin.com/video/7628946780247428378,video_detail,https://www.douyin.com/video/7628946780247428378,,200,2026-05-06T18:49:22.613617,,30,1,network_response_27,exact,high
20260506_184820,2026-05-06T18:49:33.057602,https://www.douyin.com/video/7621066610589142322,video_detail,https://www.douyin.com/video/7621066610589142322,,200,2026-05-06T18:49:33.057602,,26,1,,none,low
20260506_184820,2026-05-06T18:49:41.968059,https://www.douyin.com/video/7604806816416927022,video_detail,https://www.douyin.com/video/7604806816416927022,,200,2026-05-06T18:49:41.968059,,30,,network_response_26,exact,high
20260506_184820,2026-05-06T18:49:52.760540,https://www.douyin.com/video/7598118255686283761,video_detail,https://www.douyin.com/video/7598118255686283761,,200,2026-05-06T18:49:52.760540,,10,1,,none,low
