video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7624873382114282803,2026-05-07 16:53:47.359241,7624873530749078315,,@青樱格格创作的原声,青樱格格,64200561109,青樱格格,556,,False,,,,,
7624990104373376421,2026-05-07 16:54:08.598872,7624989924013411081,,@听舟日记创作的原声,听舟日记,4000489808613520,听舟日记,303,,False,,,,,
7625140333864586559,2026-05-07 16:54:17.741457,7625140525426854666,,@小岳来了24创作的原声,小岳来了24,96492518134,小岳来了24,833,,False,,,,,
7625266759122124394,2026-05-07 16:54:20.610778,,,,,,,,,,,,,,
7625382302234791183,2026-05-07 16:54:22.856843,7625383049811135275,,@深度观察创作的原声,深度观察,3595870785247504,深度观察,2555,,False,,,,,
7625492021486144777,2026-05-07 16:54:31.709219,,,直播间带货榜,,,,,,,,,,,
7625531481825330537,2026-05-07 16:54:34.071901,,,直播间带货榜,,,,,,,,,,,
7625546845988749440,2026-05-07 16:54:36.378037,7625546760974388009,,@花花吃不饱创作的原声,花花吃不饱,633793014136968,花花吃不饱,204,,False,,,,,
7625929057691078053,2026-05-07 16:54:43.967214,,,直播间带货榜,,,,,,,,,,,
7625931818142878995,2026-05-07 16:54:46.894586,,,直播间带货榜,,,,,,,,,,,
7625943440111941754,2026-05-07 16:54:52.245043,7626009281539722038,,@大韩同学呀（大比同学）创作的原声,大韩同学呀（大比同学）,3380378351974988,大韩同学呀（大比同学）,313,,False,,,,,
7625983892776400448,2026-05-07 16:54:57.471495,7625983886492715785,,@尼莫点创作的原声,尼莫点,3764327265343965,尼莫点,337,,False,,,,,
7626039783856311604,2026-05-07 16:55:05.257055,7626036135185451802,,@野兽中文配音Mr创作的原声,野兽中文配音Mr,3151644576458712,野兽中文配音Mr,982,,False,,,,,
7626119147679665427,2026-05-07 16:55:11.641606,,,直播间带货榜,,,,,,,,,,,
7626232419351317796,2026-05-07 16:55:14.068848,7626232468193987338,,@海风创作的原声,海风,703284873011213,海风,689,,False,,,,,
7626285740250418473,2026-05-07 16:55:22.144929,7626285775977450294,,@杯弓舌瘾创作的原声,杯弓舌瘾,7578804824733467685,杯弓舌瘾,185,,False,,,,,
7626294890775145403,2026-05-07 16:55:29.006995,7626294841068112678,,@给小刘留一口创作的原声,给小刘留一口,2381997394894572,给小刘留一口,285,,False,,,,,
7626305366351007011,2026-05-07 16:55:32.272876,7626305809831496490,,@甄不了创作的原声,甄不了,732732988077836,甄不了,1719,,False,,,,,
7626324327146835250,2026-05-07 16:55:41.074481,7626324412341472041,,@九月动漫社创作的原声,九月动漫社,3080195601075568,九月动漫社,215,,False,,,,,
