video_id,crawl_time,cover_uri,cover_url_list,cover_width,cover_height,origin_cover_uri,origin_cover_url_list,origin_cover_width,origin_cover_height,dynamic_cover_uri,dynamic_cover_url_list,dynamic_cover_width,dynamic_cover_height,video_width,video_height,video_format,video_ratio,is_h265,is_long_video,has_watermark,bit_rate_raw,big_thumbs_raw,video_meta_raw
7624873382114282803,2026-05-07 16:53:47.359241,image-cut-tos-priv/ad730a96f11eacac83c9124e244cc3f2,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/okTkg0Y0nMAfeTz9lfXfC2nHNDwAqEOQg78bDQ,"[""tos-cn-p-0015/okTkg0Y0nMAfeTz9lfXfC2nHNDwAqEOQg78bDQ""]",640,360,tos-cn-i-dy/dec43ec82c1f423690faf22813d329d2,"[""tos-cn-i-dy/dec43ec82c1f423690faf22813d329d2""]",720,720,720,720,,,,,,,,
7624990104373376421,2026-05-07 16:54:08.598872,image-cut-tos-priv/9301b6a9fe105b16eefdad7b46ae1655,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/osqHLfiBe61WZ4CeAGEHAyiAee00eiDOfGBwebe,"[""tos-cn-p-0015c000-ce/osqHLfiBe61WZ4CeAGEHAyiAee00eiDOfGBwebe""]",360,640,tos-cn-i-0813c000-ce/oQvBiEmGLA5AhDQREAABif4Nea6U0IAUDERewE,"[""tos-cn-i-0813c000-ce/oQvBiEmGLA5AhDQREAABif4Nea6U0IAUDERewE""]",720,720,720,720,,,,,,,,
7625140333864586559,2026-05-07 16:54:17.741457,image-cut-tos-priv/b0d49966800469a8467178f75922a1d2,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oQEvaZnPUIHIQsid1gPiPwIURu6B6AwiBAI8b,"[""tos-cn-p-0015/oQEvaZnPUIHIQsid1gPiPwIURu6B6AwiBAI8b""]",640,360,tos-cn-i-dy/7cbbf492ced6412da2f1786cc03e55b1,"[""tos-cn-i-dy/7cbbf492ced6412da2f1786cc03e55b1""]",720,720,720,720,,,,,,,,
7625266759122124394,2026-05-07 16:54:20.610778,,,,,,,,,,,,,300,318,,,,,,,,
7625382302234791183,2026-05-07 16:54:22.856843,image-cut-tos-priv/3be4c99d3a792053e7a5f8dd62d60f4e,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oELsOLC7EGTtpEBSNAVKAeJRgeBPyGBIzeg3YF,"[""tos-cn-p-0015/oELsOLC7EGTtpEBSNAVKAeJRgeBPyGBIzeg3YF""]",640,360,tos-cn-i-dy/2a24540a33294e9bb878d5822eeef64c,"[""tos-cn-i-dy/2a24540a33294e9bb878d5822eeef64c""]",720,720,720,720,,,,,,,,
7625492021486144777,2026-05-07 16:54:31.709219,,,,,,,,,,,,,300,318,,,,,,,,
7625531481825330537,2026-05-07 16:54:34.071901,,,,,,,,,,,,,300,318,,,,,,,,
7625546845988749440,2026-05-07 16:54:36.378037,image-cut-tos-priv/00c63d9c3aa570ce9b586b1f5d5de7fa,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oIOegmiHAGIeaAS34xYIeLOxfEQVfgs5twmlnG,"[""tos-cn-p-0015/oIOegmiHAGIeaAS34xYIeLOxfEQVfgs5twmlnG""]",640,360,tos-cn-p-0015/o0xBeEcDAR4CSPtFf4T7BEA4Q8m2PpQVsf32tE,"[""tos-cn-p-0015/o0xBeEcDAR4CSPtFf4T7BEA4Q8m2PpQVsf32tE""]",720,720,720,720,,,,,,,,
7625929057691078053,2026-05-07 16:54:43.967214,,,,,,,,,,,,,300,318,,,,,,,,
7625931818142878995,2026-05-07 16:54:46.894586,,,,,,"[""https://lf-douyin-pc-web.douyinstatic.com/obj/douyin-pc-web/ies/douyin_web/media/jxWeakBtnBg.4825674cf3b03409.png""]",,,,,,,300,318,,,,,,,,
7625943440111941754,2026-05-07 16:54:52.245043,image-cut-tos-priv/a3cd21c9f6a3465007e8ffbb1f773bd1,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/ogmA5XF1dIDVBsBAOHgwfPEWpVIR9peEoE9QAB,"[""tos-cn-p-0015c000-ce/ogmA5XF1dIDVBsBAOHgwfPEWpVIR9peEoE9QAB""]",640,360,tos-cn-i-0813c000-ce/oEoCAievDVY0iEA8ESXNeC6BwiIAopAlP365IA,"[""tos-cn-i-0813c000-ce/oEoCAievDVY0iEA8ESXNeC6BwiIAopAlP365IA""]",720,720,720,720,,,,,,,,
7625983892776400448,2026-05-07 16:54:57.471495,image-cut-tos-priv/35b653034d0341f0fbaa3db3c86852e5,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/o0O3fFTCpuADVvtpB5FEg8D7A1A91c6QQ7fENO,"[""tos-cn-p-0015/o0O3fFTCpuADVvtpB5FEg8D7A1A91c6QQ7fENO""]",360,640,tos-cn-i-0813c001/okOfoAaDTE3k4wrFEAAdSAIwBB1pfqGAg7QfGx,"[""tos-cn-i-0813c001/okOfoAaDTE3k4wrFEAAdSAIwBB1pfqGAg7QfGx""]",720,720,720,720,,,,,,,,
7626039783856311604,2026-05-07 16:55:05.257055,image-cut-tos-priv/b057ea54d9eced6fca535c6cf98f1815,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/o80hiTIriLUkAQVBIPABxhatUAI4vESt4Iuid,"[""tos-cn-p-0015/o80hiTIriLUkAQVBIPABxhatUAI4vESt4Iuid""]",640,360,tos-cn-i-dy/492adb10cf594bf28347065ae76a38a4,"[""tos-cn-i-dy/492adb10cf594bf28347065ae76a38a4""]",720,720,720,720,,,,,,,,
7626119147679665427,2026-05-07 16:55:11.641606,,,,,,,,,,,,,300,318,,,,,,,,
7626232419351317796,2026-05-07 16:55:14.068848,image-cut-tos-priv/451f11af719dba2b8bf1875d1face48f,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oErDX3ZvAdAiP30uOPWwBVHTBaIXIrIQgCoiT,"[""tos-cn-p-0015/oErDX3ZvAdAiP30uOPWwBVHTBaIXIrIQgCoiT""]",640,360,tos-cn-i-dy/b597350d8cea47fdb75a189c42c1a222,"[""tos-cn-i-dy/b597350d8cea47fdb75a189c42c1a222""]",720,720,720,720,,,,,,,,
7626285740250418473,2026-05-07 16:55:22.144929,image-cut-tos-priv/0d76e9bd321dd7080398957b3ff1b85f,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oIeT9T7eBxGriseIKBLErgDQBoEsgAC7AUGGcA,"[""tos-cn-p-0015/oIeT9T7eBxGriseIKBLErgDQBoEsgAC7AUGGcA""]",640,360,tos-cn-i-dy/c31956ed6a244b48b1bac7bfee3d6daf,"[""tos-cn-i-dy/c31956ed6a244b48b1bac7bfee3d6daf""]",720,720,720,720,,,,,,,,
7626294890775145403,2026-05-07 16:55:29.006995,image-cut-tos-priv/c610a4f4612c6b33527c4662f88f3be4,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015c000-ce/ogp6FTpeeADWJLG9BZ9sJ9gg0L7eBrn6cQIgJo,"[""tos-cn-p-0015c000-ce/ogp6FTpeeADWJLG9BZ9sJ9gg0L7eBrn6cQIgJo""]",360,640,tos-cn-p-0015c000-ce/oYbIpJeI4grZT9oQ9gDJ7cAdsLgeL0BeG6GBFs,"[""tos-cn-p-0015c000-ce/oYbIpJeI4grZT9oQ9gDJ7cAdsLgeL0BeG6GBFs""]",720,720,720,720,,,,,,,,
7626305366351007011,2026-05-07 16:55:32.272876,image-cut-tos-priv/52e9a6681bfcaf06557d300c62f25d0b,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/oQRWeHgIEvDA1C6FhbBwzpFI9QrA9ABrIOHMfn,"[""tos-cn-p-0015/oQRWeHgIEvDA1C6FhbBwzpFI9QrA9ABrIOHMfn""]",640,360,tos-cn-i-dy/5a259c26689a4692a0f3cbf21e1490db,"[""tos-cn-i-dy/5a259c26689a4692a0f3cbf21e1490db""]",720,720,720,720,,,,,,,,
7626324327146835250,2026-05-07 16:55:41.074481,image-cut-tos-priv/3296b82566dacb812adce3bb671d5de9,"[""https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1779350400&x-signature=3fDDx7TUB5QQrVnhkgNoE6EbsLc%3D&from=327834062""]",,,tos-cn-p-0015/ownXIWeDAGIufAcVTJ6EeLZAWC0mfIyh2JWkSA,"[""tos-cn-p-0015/ownXIWeDAGIufAcVTJ6EeLZAWC0mfIyh2JWkSA""]",640,360,tos-cn-i-dy/1616b42a472c4096bba079bbba81c950,"[""tos-cn-i-dy/1616b42a472c4096bba079bbba81c950""]",720,720,720,720,,,,,,,,
