video_id,comment_id,crawl_time,comment_text,comment_create_time,comment_digg_count,comment_status,comment_reply_total,reply_id,reply_to_reply_id,is_hot,is_author_digged,stick_position,label_text,label_type,comment_user_id,comment_user_sec_uid,comment_user_nickname,comment_user_unique_id,comment_user_avatar_url_list,comment_user_region,comment_cursor,comment_has_more,comment_total
7615063700684262707,7624268810127901481,2026-05-10T18:31:23.635802,听说第一次初代七神聚会温迪喝多了放了个大结果触发元素反应只剩下了钟离和温迪，钟离也因为结晶反应所以之后有了磨损[不失礼貌的微笑]，后来二代七神又聚了一次会，听说那次全员中毒，原因是当天是雷神掌的勺[不失礼貌的微笑],1775163422,2,1,0,0,0,False,False,0,,-1,3456462065252221,MS4wLjABAAAA7jlAmV6LGsrDh8xp6k0o8euplyeohhukLPPsBV923P4gc290fCFptbRJmkDT6ekY,筱风,xiaofeng3786,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_5fe950a4c62543df8ef7cb026b99769f.jpeg?from=2064092626""]",CN,5,True,192
7615063700684262707,7615628998273614592,2026-05-10T18:31:23.635802,钟离还在装傻，温迪还在藏[钱][钱]，其他神明演都不演[钱],1773151804,26,1,3,0,0,True,False,0,,-1,3689581874252311,MS4wLjABAAAAWFwzv9AIQJbpdd60Z7K2Q4RLcufx6t2iRptkwp_QxK15c2nnJqnTGyJqjXAwx11H,正常上班族,86171568486,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oUAdttd6MgJ8M9fvApWAae7j3E8fPABQQtARBP.jpeg?from=2064092626""]",CN,5,True,192
7615063700684262707,7615391697321198388,2026-05-10T18:31:23.635802,璃月主线，带钟离去达达乌帕谷的时候钟离那几句语音就很能说明一些东西了：很久没有踏上过风的国土了，我的蒙德好友，每次来都会带上两瓶地道的蒲公英酒，不得不说，牧歌之城的蒲公英酒，确实比须弥的冷浸蛇酒好喝不少,1773096554,10,1,4,0,0,True,False,0,,-1,1049405789050755,MS4wLjABAAAAJ_fY7ehsuRMnrSIrM9Yn3zpD6HLvUKADnckecCm6fyOyyLgXF12_hbA6rQYeuyP5,六爻佬（学象学疯版）,95148644862,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oUBiuNEAEaAFfEe7C27LjRftAwDUBEAI0AATqj.jpeg?from=2064092626""]",CN,5,True,192
7615063700684262707,7615116385597309711,2026-05-10T18:31:23.635802,为什么风神跟岩神活到最后。因为风土人情[微笑],1773032451,28,1,4,0,0,True,False,0,,-1,899877366668224,MS4wLjABAAAAwEyObB1rNx0o6ZyJqlN3QBcrdeoCIC26cwNWbIrLhb8,迷路的另一只耳机,42450717772,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813c001_oAH8NI8QnfZXaCSQgDbfAyAAX8y0AkAANxG9Oj.jpeg?from=2064092626""]",CN,5,True,192
7615063700684262707,7621084033736950565,2026-05-10T18:31:23.635802,得了吧，虽然这两初代神关系挺好的，但是温迪模仿字迹签契约的时候，钟离是真的生气了，这都触犯自己契约之神的底线了，不过气是真气了，也没怎么样，换别人都食岩之罚了,1774421903,0,1,0,0,0,False,False,0,,-1,1412229711270733,MS4wLjABAAAA5uSRbedpXFsE4GAZa6LqG6CtkRQ-cI1t5W8MK_z5-yfZ0BlgX_pyn5THUjAFbiMX,凪曉,87082553825,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-i-0813_oUgzCUoAi8HiTDAAZguEaFOAeAJwBAA3AfkIQN.jpeg?from=2064092626""]",CN,5,True,192
7615068716622974248,7618519124885324580,2026-05-10T18:31:51.277299,终于有人懂了 普洱最早就是宁洱 现在一群思茅的就说思茅是普洱,1773824716,35,1,3,0,0,True,False,0,,-1,356706762374365,MS4wLjABAAAA8dWuighENCqNNTNvBtJQqqTOeDh6ienLpBntmxGdik0,小改猫（更新版本中）,53837194636,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_de07a372b06b52c094a8a3c1eb6db355.jpeg?from=2064092626""]",CN,5,True,350
7615068716622974248,7617730701769032507,2026-05-10T18:31:51.277299,普洱好像去年火起来了，我是湖南人考这边来的，23年来这边通动车也才两年，很安逸的地方，太安逸了，天气好人少，工作闲暇时间多，从领导到同事都喜欢喝下午茶，没事出去坐坐，太好呆了，这才是人活着的感觉,1773641144,5,1,0,0,0,True,False,0,,-1,105171812407,MS4wLjABAAAAD1si3NLGvv3XyF_tKuysKk2OaEr-JClHC2iGTm-elwk,落日晚风,jinjideduant,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_eaec0740d58a4f7f3c4d3cd1152bb438.jpeg?from=2064092626""]",CN,5,True,350
7615068716622974248,7615220794969178929,2026-05-10T18:31:51.277299,拍得不错。市级行政部门在建国时是宁洱专区，没多久更名为普洱专区，驻普洱县（现宁洱），后来根据发展需要，市级行政部门迁到了思茅县（现思茅）。所以“普洱”不是一个县的，是市级的[泣不成声],1773056761,15,1,1,0,0,True,True,0,,-1,79805894032,MS4wLjABAAAAkvxvTNowBO9oByXEiRftue0KMK0lxXtULRrCRlecX0M,逵,,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/mosaic-legacy_dbb70013c3cebe0ac192.jpeg?from=2064092626""]",CN,5,True,350
7615068716622974248,7619946683598881551,2026-05-10T18:31:51.277299,针对评论里很多人说版纳过去属于普洱管辖，对也不完全对。我外省人都简单了解过点云南历史，要这么说云南都属于大理，版纳的勐泐也管到过普洱市中南部很多县，普洱清朝民国名义上管辖过勐泐，但实际上人家800多年的政权、清朝也是从三品，普洱实际上管不了，我来普洱两年多，普洱人其他方面还好，比较接近版纳本地人的淳朴，但对于历史不太尊重。比如嫌弃菜秧河土气，改成了太阳河，臭河改成香河，诸如此类。作为老历史学生，真不喜欢这种氛围，包括视频里的油呛还有各类舂菜来自于版纳，现在普洱也宣传是普洱原创菜，甚至连缅甸小吃都未能幸免。,1774157094,8,1,9,0,0,True,False,0,,-1,3052685610192967,MS4wLjABAAAABl9-SBQtRzsZdMSm1LxSEy1Ik2d_kOydHUwaTiGY8Cnro1c1Bb622dnTpTKa-oCY,桦树林的记忆,21242814547,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_27c7beca9755be984c5ceef239888e0d.jpeg?from=2064092626""]",CN,5,True,350
7615068716622974248,7617064367327068987,2026-05-10T18:31:51.277299,说个热知识，其实昆明的日常消费在云南算中游[捂脸],1773486001,4,1,4,0,0,True,False,0,,-1,1921566556560868,MS4wLjABAAAAcsj2JjInJ--wssPTdmzm48LKqUXAO6g9RhrDQ1oUyjJv1yOGjYAxdTF4mx8hMh9D,小狗幼儿园保安队长李师傅,,"[""https://p3-pc.douyinpic.com/aweme/100x100/aweme-avatar/tos-cn-avt-0015_5f67426e9ba80aa1d507f41b967b043e.jpeg?from=2064092626""]",CN,5,True,350
