video_id,page_url,crawl_time,author_id,sec_item_id,group_id,comment_gid,share_url,caption,desc,preview_title,item_title,create_time,duration_ms,aweme_type,media_type,region,is_top,is_ads,is_life_item,original,shoot_way,digg_count,comment_count,share_count,collect_count,play_count,recommend_count,admire_count,primary_source_key
7615058656707469951,https://www.douyin.com/video/7615058656707469951,2026-05-10 18:31:14.821939,97527256181,MS4wLjAAAAAAcaduFUrQFW_pqlX2qhvdI05dOKJNxW0K4hse-svgzdYftJtHch4cWV2T_jsHkz-j,7615058656707469951,7615058656707469951,,,湖北襄阳美食牛肉面，15一份，配一碗黄酒，襄阳真的不错,湖北襄阳美食牛肉面，15一份，配一碗黄酒，襄阳真的不错,湖北襄阳美食牛肉面，15一份，配一碗黄酒，襄阳真的不错,1773019009,6100,0,4,CN,0,False,False,0,,4941,393,1925,1184,0,139,0,network_response_17
7615063700684262707,https://www.douyin.com/video/7615063700684262707,2026-05-10 18:31:23.635802,7560201895198442555,MS4wLjAAAAAAU4v5PH3q0v90zGN9_mJGYDsUccQ5NffbSHIR1EAfC89TOgWKROCCyNP5ESMG4tSx,7615063700684262707,7615063700684262707,,#原神空月之歌 #钟离 #温迪 #原神剧情 #提瓦特七神,老谋深算vs自由散漫：为何这对神明最合拍？ #原神空月之歌 #钟离 #温迪 #原神剧情 #提瓦特七神,老谋深算vs自由散漫：为何这对神明最合拍？ #原神空月之歌 #钟离 #温迪 #原神剧情 #提瓦特七神,老谋深算vs自由散漫：为何这对神明最合拍？,1773027600,166445,0,4,,0,False,False,0,,1899,192,92,346,0,60,0,network_response_31
7615065620242308017,https://www.douyin.com/video/7615065620242308017,2026-05-10 18:31:40.972411,4141228237268259,MS4wLjAAAAAACUIJPHsWccT_HrlOnMA4U7TtjNn5d_sm3WY7oo8xtpqTzHCLNULYhPJdYWWrfQZ8,7615065620242308017,7615065620242308017,,15万预算，一年2万公里，君越和凯美瑞怎么选？#君越 #凯美瑞 #汽车知识 #轿车,15万预算，一年2万公里，君越和凯美瑞怎么选？#君越 #凯美瑞 #汽车知识 #轿车,15万预算，一年2万公里，君越和凯美瑞怎么选？#君越 #凯美瑞 #汽车知识 #轿车,,1773020631,108275,0,4,CN,0,False,False,0,,2515,532,241,224,0,38,0,network_response_29
7615068716622974248,https://www.douyin.com/video/7615068716622974248,2026-05-10 18:31:51.277299,356706762374365,MS4wLjAAAAAAW5HVIIEEannKZcrAtcpvG-gqXorkxumz1Mtw7AWNOSOQT3J0chvx35VdnYwzfwZX,7615068716622974248,7615068716622974248,,"本期的视频，我们会来到云南省普洱市
普洱是云南面积最大的地级市。这里冬季依然温暖，白天常常能到 20℃ 左右。
当地人告诉我：本地的收入并不算高，但普洱的日常消费并不低。但大多数人仍然选择留下
希望这个视频，能为你的云南之行提供一些不一样的参考
#云南旅游 #普洱旅游 #小城慢生活 #收入 #小城故事",那柯里,"冬天20°C的云南普洱，消费高收入低，人们选择留下来 本期的视频，我们会来到云南省普洱市
普洱是云南面积最大的地级市。这里冬季依然温暖，白天常常能到 20℃ 左右。
当地人告诉我：本地的收入并不算高，但普洱的日常消费并不低。但大多数人仍然选择留下
希望这个视频，能为你的云南之行提供一些不一样的参考
#云南旅游 #普洱旅游 #小城慢生活 #收入 #小城故事",冬天20°C的云南普洱，消费高收入低，人们选择留下来,1773824716,1623984,0,4,CN,0,False,True,0,,35,350,651,401,0,166,0,network_response_70
7615069348633333018,https://www.douyin.com/video/7615069348633333018,2026-05-10 18:32:06.765636,2560117908442612,MS4wLjAAAAAAbVLaSGRMbbpOaOgbxt59IuZYWkv1NlLw5c5NGvE6712NcsKCTQaBi31-IpXqllQr,7615069348633333018,7615069348633333018,,#动物世界 #野生动物 #撒哈拉沙漠 #自然纪录片,引言,撒哈拉沙漠的“生命水牢”使这些凶穷极恶的猎手一生都难以离开 #动物世界 #野生动物 #撒哈拉沙漠 #自然纪录片,撒哈拉沙漠的“生命水牢”使这些凶穷极恶的猎手一生都难以离开,1773100800,290880,0,4,,0,False,False,0,,6938,108,301,711,0,143,1,network_response_34
7615075812320419411,https://www.douyin.com/video/7615075812320419411,2026-05-10 18:32:19.217931,2933976682737567,MS4wLjAAAAAAU7Dc8Xgt8hkKADgiqUrMpemEhzsNThE-X3G5OVXlkfTMpjf1JTVFOYlrCDvMhRZH,7613641982678389353,7615075812320419411,,科学一直无法解释，为什么这段间奏solo能直击人的灵魂深处！#黄贯中 #喜欢你 #beyond #吉他solo,科学一直无法解释，为什么这段间奏solo能直击人的灵魂深处！#黄贯中 #喜欢你 #beyond #吉他solo,科学一直无法解释，为什么这段间奏solo能直击人的灵魂深处！#黄贯中 #喜欢你 #beyond #吉他solo,,1773023004,24567,0,4,CN,0,False,False,0,,12863,869,1671,2641,0,386,0,network_response_46
7615085505151077672,https://www.douyin.com/video/7615085505151077672,2026-05-10 18:32:30.612033,1394633513909788,MS4wLjAAAAAAjsBqCgSJL7_plFfrGAM_10ro3gF0etTZM1_DVTk40XPBNjdMMFClA6NCBwnhHZUe,6933796131323317511,7615085505151077672,,#济公 #8090经典怀旧 #经典影视 #精彩片段分享 #影视解说,画虎画皮难画骨，知人知面不知心。 #济公 #8090经典怀旧 #经典影视 #精彩片段分享 #影视解说,画虎画皮难画骨，知人知面不知心。 #济公 #8090经典怀旧 #经典影视 #精彩片段分享 #影视解说,画虎画皮难画骨，知人知面不知心。,1773025271,648674,0,4,,0,False,False,0,,12521,531,675,966,0,210,0,network_response_30
7615086011575680869,https://www.douyin.com/video/7615086011575680869,2026-05-10 18:32:36.446080,496e7137-f87e-4211-c881-a4b212317994,,7582805913224973595,,,"游戏本体限时免费领取，老玩家领海量白金币，满级更得全新中国神话外观。全新扩展内容“憎恨之王”现已上线，一起直面憎恨的清算！
#暗黑破坏神Ⅳ #暗黑4免费领取 #暗黑4全新dlc",榜单按照加入粉丝团、新增粉丝、送礼等互动行为综合排序，榜单值越高排名越靠前。,,《暗黑破坏神Ⅳ》史诗限时福利来袭！,1778409031182,30,0,4,,0,False,False,,,8185,264,12,1807,0,241,,network_response_30
7615092888829021446,https://www.douyin.com/video/7615092888829021446,2026-05-10 18:32:42.528527,2849542110712811,MS4wLjAAAAAAITg1U93z-W8FLLM5yEp1x3etGqNBPHWe708n511PoWIHJ0wAnWZRS8cWz5KjIrZx,7615092888829021446,7615092888829021446,,#提车 #地狱猫 #天津港 #肌肉车 #经典情怀老车,套路满满？比海还深！千万别来天津港买地狱猫！？ #提车 #地狱猫 #天津港 #肌肉车 #经典情怀老车,套路满满？比海还深！千万别来天津港买地狱猫！？ #提车 #地狱猫 #天津港 #肌肉车 #经典情怀老车,套路满满？比海还深！千万别来天津港买地狱猫！？,1773027006,585025,0,4,,0,False,False,0,,2446,94,264,296,0,42,0,network_response_28
7615094675912936755,https://www.douyin.com/video/7615094675912936755,2026-05-10 18:32:52.254729,1594738058733644,MS4wLjAAAAAAr0gc4_-UyeZKPiMlZL3yrZrwy3qsRJz73UkVMFIAcqWy7lKV5_dIh6-8wBw3-lgW,7615094675912936755,7615094675912936755,,#红楼梦,为什么黛玉刚咽气，贾府就被抄家了？ #红楼梦,为什么黛玉刚咽气，贾府就被抄家了？ #红楼梦,为什么黛玉刚咽气，贾府就被抄家了？,1773027402,72354,0,4,,0,False,False,0,,36371,618,1347,5876,0,717,0,network_response_17
