video_id,crawl_time,music_id,music_mid,music_title,music_author,music_owner_id,music_owner_nickname,music_duration,music_shoot_duration,is_original_sound,is_commerce_music,music_status,music_collect_count,music_cover_url_list,music_play_url_list
7615058656707469951,2026-05-10 18:31:14.821939,7615058619326794506,,@小帅探店创作的原声,小帅探店,97527256181,小帅探店,6,,False,,,,,
7615063700684262707,2026-05-10 18:31:23.635802,7615063662260603691,,@游戏狂侃家创作的原声,游戏狂侃家,7560201895198442555,游戏狂侃家,166,,False,,,,,
7615065620242308017,2026-05-10 18:31:40.972411,7615065510234721064,,@姚厂长说车创作的原声,姚厂长说车,4141228237268259,姚厂长说车,108,,False,,,,,
7615068716622974248,2026-05-10 18:31:51.277299,7615069384181730084,,,EVERBLUE,2843778343251833,EVERBLUE,1624,,False,,,,,
7615069348633333018,2026-05-10 18:32:06.765636,7615069489612671782,,@即录奇妙说创作的原声,即录奇妙说,2560117908442612,即录奇妙说,290,,False,,,,,
7615075812320419411,2026-05-10 18:32:19.217931,7615075774869015334,,@余音live创作的原声,余音live,2933976682737567,余音live,24,,False,,,,,
7615085505151077672,2026-05-10 18:32:30.612033,7615085516446386986,,@狗蛋说影创作的原声,狗蛋说影,1394633513909788,狗蛋说影,648,,False,,,,,
7615086011575680869,2026-05-10 18:32:36.446080,7636990916783377178,,直播间带货榜,暗黑破坏神,2288552739081488,暗黑破坏神,30,,False,,,,,
7615092888829021446,2026-05-10 18:32:42.528527,7615093170468145962,,Sugar on My Tongue (老钱风卡点版),Mia的追风车库,2849542110712811,Mia的追风车库,585,,False,,,,,
7615094675912936755,2026-05-10 18:32:52.254729,7615094676655196974,,@多喝温水创作的原声,多喝温水,1594738058733644,多喝温水,72,,False,,,,,
7615109339958791475,2026-05-10 18:32:58.306850,7615109338614745882,,三角洲行动,安澜（三角洲行动）,2258810838459188,安澜（三角洲行动）,135,,False,,,,,
7615135738488769846,2026-05-10 18:33:05.935402,7615136889070422822,,@野兽国语配音创作的原声,野兽国语配音,51625443497,野兽国语配音,1449,,False,,,,,
7615137170907513573,2026-05-10 18:33:09.939102,7615137181429943103,,@胖虎的点茶创作的原声,胖虎的点茶,4129382792966653,胖虎的点茶,234,,False,,,,,
7615139960122838324,2026-05-10 18:33:21.766284,7615140009980873482,,@胡说罢道创作的原声,胡说罢道,106606299855,胡说罢道,264,,False,,,,,
7615140599020244243,2026-05-10 18:33:29.201595,7615140748891097897,,@漫剪放映厅创作的原声,漫剪放映厅,3273669641258107,漫剪放映厅,134,,False,,,,,
7615144573223963923,2026-05-10 18:33:38.473100,7615145935743503147,,@李大锤同学创作的原声,李大锤同学,104921065995,李大锤同学,311,,False,,,,,
7615145194161294632,2026-05-10 18:33:47.989758,7299488041951821836,,@野原新之助天下第一创作的原声,野原新之助天下第一,52214818190,野原新之助天下第一,1560,,False,,,,,
7615151023098809641,2026-05-10 18:34:04.270812,7615151228381629225,,@榴莲不忘英语创作的原声,榴莲不忘英语,4262176364691796,榴莲不忘英语,334,,False,,,,,
7615153471976688906,2026-05-10 18:34:14.592342,7615153580474911542,,@草民讲电影创作的原声,草民讲电影,76546432106,草民讲电影,426,,False,,,,,
7615154078213036529,2026-05-10 18:34:25.595881,7615153957471537920,,@奉天小东北创作的原声,奉天小东北,60640351351,奉天小东北,34,,False,,,,,
7615154217435621746,2026-05-10 18:34:35.127969,7615154559455578923,,@炎炎的电视剧创作的原声,炎炎的电视剧,3758560234965129,炎炎的电视剧,754,,False,,,,,
7615160400543693914,2026-05-10 18:34:43.334594,7600340484371775534,,@你的茜茜上线啦！创作的原声,你的茜茜上线啦！,4472444156918444,你的茜茜上线啦！,208,,False,,,,,
7615160621604927433,2026-05-10 18:34:56.163594,7615160885211859738,,@搁浅创作的原声,搁浅,98875530033,搁浅,1151,,False,,,,,
7615161291074565210,2026-05-10 18:35:03.295714,7615161321562852137,,@这车我看行创作的原声,这车我看行,427048161517629,这车我看行,210,,False,,,,,
7615164007443451151,2026-05-10 18:35:14.669513,7615164012136778506,,@果子娱乐a创作的原声,果子娱乐a,2447930205147752,果子娱乐a,27,,False,,,,,
7615165648792645797,2026-05-10 18:35:27.502057,,,直播间带货榜,,,,,,,,,,,
7615165707873022888,2026-05-10 18:35:31.395624,7615165824713804580,,@探索兄弟创作的原声,探索兄弟,3232162771381591,探索兄弟,558,,False,,,,,
7615169263850048804,2026-05-10 18:35:42.004228,7615169453000510259,,@格小格爱钓鱼🎣创作的原声,格小格爱钓鱼🎣,81811541368,格小格爱钓鱼🎣,320,,False,,,,,
7615177872927746171,2026-05-10 18:35:47.412170,7615177760557861667,,@吱吱创作的原声,吱吱,1528779851957194,吱吱,353,,False,,,,,
7615178292052108517,2026-05-10 18:35:51.373175,7615178334443539243,,@厂长足球UP创作的原声,厂长足球UP,1666449269855053,厂长足球UP,921,,False,,,,,
7615180683908058402,2026-05-10 18:36:04.656785,7615180752694627081,,@一瞬体育创作的原声,一瞬体育,2613978064776144,一瞬体育,257,,False,,,,,
7615182090787410533,2026-05-10 18:36:11.790507,7615182287459142415,,,阿灿西游记,3446306835283043,阿灿西游记,1668,,False,,,,,
7615182503275498761,2026-05-10 18:36:16.298580,7615182659937274675,,和平精英,武子弈（五子棋）,95803736069,武子弈（五子棋）,195,,False,,,,,
7615183013999037715,2026-05-10 18:36:26.469642,7615183088468888358,,@漫剪放映厅创作的原声,漫剪放映厅,3273669641258107,漫剪放映厅,120,,False,,,,,
7615184186512592134,2026-05-10 18:36:36.149017,7615184317823585070,,@重庆高端旅游创作的原声,重庆高端旅游,79943702058,重庆高端旅游,76,,False,,,,,
7615184555657514267,2026-05-10 18:36:42.977955,7615184795793951494,,@严枫说剧创作的原声,严枫说剧,4143436435822816,严枫说剧,645,,False,,,,,
7615185537460194611,2026-05-10 18:36:55.253801,7615185572528737034,,Disaster（Phonk）,篮坛拾光,4362508677419927,篮坛拾光,370,,False,,,,,
7615187264355847470,2026-05-10 18:37:02.310442,,,直播间带货榜,,,,,,,,,,,
7615189051318587385,2026-05-10 18:37:05.609244,7615189090828929855,,@厦门小威创作的原声,厦门小威,3976265929073964,厦门小威,621,,False,,,,,
7615190939766581928,2026-05-10 18:37:09.269604,7615191077171039027,,We Don't Talk Anymore,星球视界,93953032659,星球视界,799,,False,,,,,
7615191526385274127,2026-05-10 18:37:20.094411,,,直播间带货榜,,,,,,,,,,,
7615191654185585970,2026-05-10 18:37:25.545240,7615193023856593705,,一起走过的日子,极致发烧家,2131270978779675,极致发烧家,168,,False,,,,,
7615193698905723274,2026-05-10 18:37:35.172763,,,直播间带货榜,,,,,,,,,,,
7615199843393437041,2026-05-10 18:37:40.851810,7615199732838796083,,@朱珠🍓🍉创作的原声,朱珠🍓🍉,90575224439262,朱珠🍓🍉,176,,False,,,,,
7615203800814521663,2026-05-10 18:37:44.758324,7615204111029504778,,@魔神Z放映局创作的原声,魔神Z放映局,3804730574769360,魔神Z放映局,391,,False,,,,,
7615208521521430009,2026-05-10 18:37:54.681874,7615208521629469466,,@小周饿胖了创作的原声,小周饿胖了,2805546488961997,小周饿胖了,200,,False,,,,,
7615209577532935458,2026-05-10 18:38:02.552155,7615209811315116838,,Daydream,超Carry的柴西,104381744434,超Carry的柴西,1660,,False,,,,,
7615209947093093667,2026-05-10 18:38:11.666623,,,直播间带货榜,,,,,,,,,,,
7615211760420703503,2026-05-10 18:38:18.345191,7615211818138471214,,@路遥说动漫创作的原声,路遥说动漫,4418278804690940,路遥说动漫,193,,False,,,,,
7615220415434198312,2026-05-10 18:38:27.205300,7615220524582849307,,@WANGBUCAI王不裁创作的原声,WANGBUCAI王不裁,4129357126449108,WANGBUCAI王不裁,133,,False,,,,,
7615224030290778213,2026-05-10 18:38:39.404835,7615224167096535854,,,宙斯侃世界,96278584664,宙斯侃世界,434,,False,,,,,
7615224240752594212,2026-05-10 18:38:46.412130,7615224518440651574,,@凉沐沐沐沐吖创作的原声,凉沐沐沐沐吖,4152222392520109,凉沐沐沐沐吖,316,,False,,,,,
7615224891666599210,2026-05-10 18:38:51.587520,7615225621542718262,,@馆长玉先生剧场创作的原声,馆长玉先生剧场,58640381960,馆长玉先生剧场,764,,False,,,,,
7615224909756681482,2026-05-10 18:39:04.768007,7615225421017271050,,@大鱼讲故事创作的原声,大鱼讲故事,897663284806603,大鱼讲故事,1161,,False,,,,,
7615227324790855921,2026-05-10 18:39:22.826837,7600113376019744784,,2 AM,smeraldelion,413853779498480,,163,,False,,,,,
7615233988688383275,2026-05-10 18:39:32.980915,7615234289528998698,,@篮球放大镜创作的原声,篮球放大镜,63131464006,篮球放大镜,141,,False,,,,,
7615235408997256454,2026-05-10 18:39:37.042144,7615235732839861042,,@蓝星动物馆创作的原声,蓝星动物馆,7534679873198097468,蓝星动物馆,283,,False,,,,,
7615241410572209462,2026-05-10 18:39:49.117125,,,直播间带货榜,,,,,,,,,,,
7615241979630233465,2026-05-10 18:39:52.396293,7615241851875937064,,@小轩在日本创作的原声,小轩在日本,4183001391965087,小轩在日本,734,,False,,,,,
7615242902544944436,2026-05-10 18:39:56.870675,7615243184565799690,,@船长电影创作的原声,船长电影,88169396876,船长电影,666,,False,,,,,
7615243572002021497,2026-05-10 18:40:02.508247,7615243560312376118,,@村头在逃公主创作的原声,村头在逃公主,96358629614,村头在逃公主,162,,False,,,,,
7615249209026010021,2026-05-10 18:40:08.216723,,,,,,,,,,,,,,
7615254789340859694,2026-05-10 18:40:11.873859,7615254842626001702,,@视觉引擎创作的原声,视觉引擎,7449889360739271738,视觉引擎,266,,False,,,,,
7615255608496786740,2026-05-10 18:40:24.927149,7615255922698013490,,@野兽综艺创作的原声,野兽综艺,4057666272107152,野兽综艺,800,,False,,,,,
7615257397350649097,2026-05-10 18:40:40.260728,7615258084360915775,,@宝藏猎人创作的原声,宝藏猎人,2411658471809180,宝藏猎人,1270,,False,,,,,
