epoch,train_loss,val_loss,auc,accuracy,precision,recall,f1,is_best
1,5.558182,1.402219,0.385,0.44,0.22727272727272727,0.16666666666666666,0.19230769230769232,True
2,5.143667,2.190323,0.3914814814814815,0.6,0.0,0.0,0.0,False
3,4.56479,0.698317,0.7025925925925925,0.6133333333333333,0.5555555555555556,0.16666666666666666,0.2564102564102564,True
4,4.108657,1.678425,0.7428703703703703,0.6,0.5,1.0,0.6666666666666666,False
5,4.130695,1.015696,0.7624074074074074,0.6,0.5,1.0,0.6666666666666666,False
6,3.5505,0.608339,0.77,0.62,0.5130434782608696,0.9833333333333333,0.6742857142857143,True
7,3.275482,0.654979,0.7792592592592592,0.62,0.5130434782608696,0.9833333333333333,0.6742857142857143,False
8,2.849338,0.759727,0.7787037037037037,0.6133333333333333,0.5084745762711864,1.0,0.6741573033707865,False
9,2.554127,0.782513,0.7824074074074074,0.6,0.5,1.0,0.6666666666666666,False
10,2.967609,0.627049,0.7848148148148149,0.6266666666666667,0.5172413793103449,1.0,0.6818181818181818,False
11,2.604759,0.58292,0.7887037037037038,0.62,0.5130434782608696,0.9833333333333333,0.6742857142857143,True
12,2.679527,0.797851,0.7933333333333333,0.6,0.5,1.0,0.6666666666666666,False
13,2.565643,0.725397,0.7962962962962963,0.6,0.5,1.0,0.6666666666666666,False
14,2.447637,0.639735,0.7983333333333333,0.6266666666666667,0.5172413793103449,1.0,0.6818181818181818,False
15,2.55075,0.591355,0.7992592592592593,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
16,2.603608,0.577427,0.8020370370370371,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,True
17,2.307461,0.57514,0.8061111111111111,0.7133333333333334,0.6440677966101694,0.6333333333333333,0.6386554621848739,True
18,1.930568,0.580931,0.807962962962963,0.6266666666666667,0.6,0.2,0.3,False
19,1.998735,0.570337,0.8094444444444444,0.6333333333333333,0.6190476190476191,0.21666666666666667,0.32098765432098764,True
20,2.118793,0.592621,0.8081481481481481,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
21,1.960738,0.598128,0.81,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
22,2.063195,0.578779,0.8088888888888889,0.6333333333333333,0.6190476190476191,0.21666666666666667,0.32098765432098764,False
23,2.087745,0.614173,0.8090740740740741,0.6266666666666667,0.6,0.2,0.3,False
24,1.863602,0.651149,0.8090740740740741,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
25,1.910839,0.673301,0.8096296296296296,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
26,1.711087,0.664843,0.81,0.62,0.5789473684210527,0.18333333333333332,0.27848101265822783,False
27,1.539468,0.778339,0.8116666666666666,0.6466666666666666,0.7333333333333333,0.18333333333333332,0.29333333333333333,False
