video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,like_count,comment_count,share_count,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,source_entry,match_type,confidence,selected_reason,is_primary_match,crawl_time
7601513586536455034,https://www.douyin.com/video/7601513586536455034,111285840763,飞腾影视,https://www.douyin.com/user/self?from_nav=1,"这部电影艺术成份很高 ,百看不厌 精彩无限 #赌神 #周润发 #刘德华 #吴孟达 #王祖贤",0,,2886,45,113,,,,,"['赌神', '周润发', '刘德华', '吴孟达', '王祖贤']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777474800&x-signature=CIjbyjG%2BcdCj1c%2BdwQbqmaAg418%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,2026-04-15 23:45:55.160011
7616931519998774579,https://www.douyin.com/video/7616931519998774579,3118643368181163,Mine威杰,https://www.douyin.com/user/self?from_nav=1,#我的世界极限生存 #我的世界多人剧情 #娱乐 #都市传说 #恐怖,0,,122295,2442,7909,,,,,"['我的世界极限生存', '我的世界多人剧情', '娱乐', '都市传说', '恐怖']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777474800&x-signature=CIjbyjG%2BcdCj1c%2BdwQbqmaAg418%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,2026-04-15 23:46:00.749079
7601523151377321262,https://www.douyin.com/video/7601523151377321262,2140114442266275,laidy1981,https://www.douyin.com/user/self?from_nav=1,#我的世界极限生存 #我的世界多人剧情 #娱乐 #都市传说 #恐怖,1769955525,,6,2442,7909,60,,7909,,[],0,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777474800&x-signature=CIjbyjG%2BcdCj1c%2BdwQbqmaAg418%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,2026-04-15 23:46:02.525784
7621965659508968767,https://www.douyin.com/video/7621965659508968767,b6ee59c2-d1cd-5ef8-cdb1-63661e0082fc,我的,https://www.douyin.com/user/self?from_nav=1,- 抖音电商直播间带货榜是根据真实数据进行排名的直播间排行榜，希望帮助消费者通过榜单找到正在直播的好商品，让选择更简单。直播间排名越靠前曝光机会越大。,1776267746135,,,,,,,,,[],0,,,,manual_url,none,low,,False,2026-04-15 23:46:07.374316
7624485550934914906,https://www.douyin.com/video/7624485550934914906,7591045167445967921,刘春歧,https://www.douyin.com/user/self?from_nav=1,他的脱口秀可能不是最好笑的，但是一定是最有深度的！#付航 #星爷 #爱情 #脱口秀 #讽刺,0,,44215,318,5709,,,,,"['付航', '星爷', '爱情', '脱口秀', '讽刺']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777474800&x-signature=CIjbyjG%2BcdCj1c%2BdwQbqmaAg418%3D&from=327834062,,,manual_url,exact,high,exact_video_id_match,True,2026-04-15 23:46:09.057191
