video_id,page_url,author_id,author_name,author_profile_url,desc_text,publish_time_raw,publish_time_std,like_count_raw,comment_count_raw,share_count_raw,like_count,comment_count,share_count,collect_count,hashtag_list,hashtag_count,cover_url,music_name,duration_sec,source_entry,match_type,confidence,selected_reason,is_primary_match,crawl_time
7601523151377321262,https://www.douyin.com/video/7601523151377321262,4161005071894719,喵游记MuaWoo,https://www.douyin.com/user/self?from_nav=1,{},0,,1916,149,208,,,,,"['青年创作者成长计划', '抖音年味争霸赛', '家乡特色小吃', '推荐我的家乡美食', '沈阳']",5,https://p3-pc-sign.douyinpic.com/obj/c8510002be9a3a61aad2?lk3s=138a59ce&x-expires=1777482000&x-signature=lU4ws6sFgK3RnY7yR%2FvawmpcTVw%3D&from=327834062,,,manual_url,none,low,,False,2026-04-16 01:19:23.935190
