epoch,train_loss,val_loss,auc,accuracy,precision,recall,f1,is_best
1,1.381145,0.493355,0.7694444444444444,0.6826666666666666,0.5885714285714285,0.6866666666666666,0.6338461538461538,True
2,0.535923,0.493235,0.7847074074074074,0.66,0.7027027027027027,0.26,0.3795620437956204,True
3,0.527282,0.495789,0.7939814814814814,0.692,0.6036036036036037,0.67,0.6350710900473934,False
4,0.516149,0.492501,0.8051592592592591,0.696,0.5853080568720379,0.8233333333333334,0.6842105263157895,True
5,0.50725,0.483924,0.8144407407407408,0.7146666666666667,0.6038647342995169,0.8333333333333334,0.7002801120448179,True
6,0.505294,0.478541,0.823988888888889,0.7173333333333334,0.6013824884792627,0.87,0.7111716621253406,True
7,0.499263,0.471796,0.8301074074074075,0.7213333333333334,0.6175710594315246,0.7966666666666666,0.6957787481804949,True
8,0.497849,0.46838,0.8316407407407407,0.7306666666666667,0.6282722513089005,0.8,0.7038123167155426,True
9,0.493919,0.466862,0.8313296296296298,0.7266666666666667,0.6253298153034301,0.79,0.6980854197349042,True
10,0.490848,0.468587,0.8313370370370371,0.7253333333333334,0.6198979591836735,0.81,0.7023121387283237,False
11,0.490706,0.4659,0.8323296296296295,0.7333333333333333,0.6358695652173914,0.78,0.7005988023952096,True
12,0.490775,0.461908,0.8329888888888889,0.7293333333333333,0.6439169139465876,0.7233333333333334,0.6813186813186813,True
13,0.488323,0.464037,0.8340259259259261,0.7293333333333333,0.6328767123287671,0.77,0.6947368421052632,False
14,0.487191,0.459702,0.8352925925925926,0.732,0.6394366197183099,0.7566666666666667,0.6931297709923664,True
15,0.487539,0.465319,0.8301074074074074,0.736,0.646551724137931,0.75,0.6944444444444444,False
16,0.490242,0.465612,0.8293296296296297,0.7386666666666667,0.6502890173410405,0.75,0.6965944272445821,False
17,0.487974,0.464203,0.8298925925925926,0.736,0.6416666666666667,0.77,0.7,False
18,0.486645,0.463855,0.8287814814814815,0.7333333333333333,0.6420454545454546,0.7533333333333333,0.6932515337423313,False
19,0.485434,0.464062,0.8297370370370369,0.74,0.6548672566371682,0.74,0.6948356807511737,False
20,0.485934,0.462726,0.8293296296296296,0.7346666666666667,0.6339522546419099,0.7966666666666666,0.7060561299852289,False
21,0.483779,0.463181,0.8290296296296296,0.7293333333333333,0.6350974930362117,0.76,0.6919575113808801,False
22,0.485328,0.463433,0.8269444444444445,0.7306666666666667,0.6384180790960452,0.7533333333333333,0.691131498470948,False
