epoch,train_loss,val_loss,auc,accuracy,precision,recall,f1,is_best
1,2.366405,0.909876,0.49759259259259264,0.6,0.0,0.0,0.0,True
2,1.296977,0.578461,0.7701851851851852,0.6266666666666667,0.7,0.11666666666666667,0.2,True
3,0.856604,0.560747,0.7516666666666667,0.6,0.5,0.8666666666666667,0.6341463414634146,True
4,0.678948,0.550144,0.8048148148148148,0.6533333333333333,0.6666666666666666,0.26666666666666666,0.38095238095238093,True
5,0.590303,0.537844,0.8535185185185185,0.76,0.7307692307692307,0.6333333333333333,0.6785714285714286,True
6,0.562195,0.525058,0.8535185185185186,0.7733333333333333,0.8095238095238095,0.5666666666666667,0.6666666666666666,True
7,0.542098,0.506856,0.8642592592592593,0.7666666666666667,0.8787878787878788,0.48333333333333334,0.6236559139784946,True
8,0.511776,0.484413,0.8862962962962962,0.7733333333333333,0.90625,0.48333333333333334,0.6304347826086957,True
9,0.482504,0.456388,0.9048148148148148,0.8,0.9166666666666666,0.55,0.6875,True
10,0.45133,0.422691,0.9259259259259258,0.8133333333333334,0.9210526315789473,0.5833333333333334,0.7142857142857143,True
11,0.430911,0.387876,0.9409259259259259,0.8466666666666667,0.9302325581395349,0.6666666666666666,0.7766990291262136,True
12,0.391618,0.355582,0.95,0.8733333333333333,0.9361702127659575,0.7333333333333333,0.822429906542056,True
13,0.371924,0.325289,0.9625925925925926,0.88,0.9565217391304348,0.7333333333333333,0.8301886792452831,True
14,0.350839,0.300806,0.9705555555555555,0.8933333333333333,0.9782608695652174,0.75,0.8490566037735849,True
15,0.323566,0.278298,0.9753703703703703,0.9,0.9787234042553191,0.7666666666666667,0.8598130841121495,True
16,0.303881,0.260503,0.9761111111111112,0.9066666666666666,1.0,0.7666666666666667,0.8679245283018868,True
17,0.294859,0.243868,0.982037037037037,0.92,1.0,0.8,0.8888888888888888,True
18,0.265296,0.231664,0.9835185185185186,0.92,1.0,0.8,0.8888888888888888,True
19,0.257243,0.225678,0.9824074074074074,0.9066666666666666,1.0,0.7666666666666667,0.8679245283018868,True
20,0.248355,0.214884,0.9822222222222221,0.9266666666666666,1.0,0.8166666666666667,0.8990825688073395,True
21,0.237758,0.203741,0.9844444444444445,0.9266666666666666,1.0,0.8166666666666667,0.8990825688073395,True
22,0.226238,0.199023,0.9855555555555555,0.9266666666666666,1.0,0.8166666666666667,0.8990825688073395,True
23,0.239828,0.192589,0.9838888888888889,0.92,0.98,0.8166666666666667,0.8909090909090909,True
24,0.218604,0.190292,0.9842592592592593,0.92,0.98,0.8166666666666667,0.8909090909090909,True
25,0.204248,0.187435,0.9859259259259259,0.92,0.98,0.8166666666666667,0.8909090909090909,True
26,0.194108,0.172064,0.9916666666666667,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
27,0.203463,0.162342,0.9916666666666666,0.94,1.0,0.85,0.918918918918919,True
28,0.197637,0.155469,0.9927777777777778,0.9466666666666667,1.0,0.8666666666666667,0.9285714285714286,True
29,0.185479,0.161336,0.9914814814814815,0.94,1.0,0.85,0.918918918918919,False
30,0.195911,0.165024,0.9887037037037038,0.9333333333333333,1.0,0.8333333333333334,0.9090909090909091,False
31,0.168936,0.159774,0.9885185185185185,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,False
32,0.172558,0.155388,0.991111111111111,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
33,0.17535,0.152336,0.9914814814814814,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
34,0.165549,0.149484,0.9918518518518519,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
35,0.170379,0.145759,0.9907407407407406,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
36,0.154918,0.142834,0.9931481481481482,0.94,1.0,0.85,0.918918918918919,True
37,0.151491,0.14263,0.9924074074074074,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
38,0.158092,0.141094,0.9925925925925925,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
39,0.143424,0.140944,0.9909259259259259,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
40,0.145587,0.135221,0.9935185185185185,0.9333333333333333,0.9807692307692307,0.85,0.9107142857142857,True
41,0.124913,0.132398,0.9924074074074074,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
42,0.152231,0.136505,0.9916666666666667,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,False
43,0.142465,0.129393,0.9922222222222222,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
44,0.134573,0.128909,0.992962962962963,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
45,0.126071,0.126238,0.9942592592592592,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
46,0.139653,0.118473,0.9948148148148147,0.94,0.9811320754716981,0.8666666666666667,0.9203539823008849,True
47,0.145395,0.124931,0.9953703703703703,0.9466666666666667,1.0,0.8666666666666667,0.9285714285714286,False
48,0.119484,0.107101,0.997037037037037,0.9533333333333334,1.0,0.8833333333333333,0.9380530973451328,True
49,0.123215,0.105074,0.9970370370370369,0.96,1.0,0.9,0.9473684210526315,True
50,0.129288,0.109094,0.9959259259259259,0.9533333333333334,1.0,0.8833333333333333,0.9380530973451328,False
