crawl_batch_id,crawl_time,target_url,source_page_type,request_url,request_cursor,response_status,response_timestamp,response_headers_raw,network_response_count,runtime_objects_count,primary_source_key,match_type,confidence
20260507_230322,2026-05-07T23:03:22.572900,https://www.douyin.com/video/6773901168964798477,video_detail,https://www.douyin.com/video/6773901168964798477,,200,2026-05-07T23:03:22.572900,,33,,network_response_18,exact,high
20260507_230322,2026-05-07T23:03:29.145391,https://www.douyin.com/video/6773906068725565448,video_detail,https://www.douyin.com/video/6773906068725565448,,200,2026-05-07T23:03:29.145391,,14,,network_response_11,exact,high
20260507_230322,2026-05-07T23:03:33.154619,https://www.douyin.com/video/7289747189515980067,video_detail,https://www.douyin.com/video/7289747189515980067,,200,2026-05-07T23:03:33.154619,,14,,network_response_13,exact,high
20260507_230322,2026-05-07T23:03:35.537851,https://www.douyin.com/video/7361427727863385359,video_detail,https://www.douyin.com/video/7361427727863385359,,200,2026-05-07T23:03:35.537851,,76,1,,none,low
20260507_230322,2026-05-07T23:03:43.260201,https://www.douyin.com/video/7396829450211446050,video_detail,https://www.douyin.com/video/7396829450211446050,,200,2026-05-07T23:03:43.260201,,11,,,none,low
20260507_230322,2026-05-07T23:03:46.418958,https://www.douyin.com/video/7434082518397226249,video_detail,https://www.douyin.com/video/7434082518397226249,,200,2026-05-07T23:03:46.418958,,13,,,none,low
20260507_230322,2026-05-07T23:03:48.574087,https://www.douyin.com/video/7436607919690484992,video_detail,https://www.douyin.com/video/7436607919690484992,,200,2026-05-07T23:03:48.574087,,11,,,none,low
20260507_230322,2026-05-07T23:03:50.949393,https://www.douyin.com/video/7436608563918769448,video_detail,https://www.douyin.com/video/7436608563918769448,,200,2026-05-07T23:03:50.949393,,11,,,none,low
20260507_230322,2026-05-07T23:03:52.965719,https://www.douyin.com/video/7444362506467872027,video_detail,https://www.douyin.com/video/7444362506467872027,,200,2026-05-07T23:03:52.965719,,70,1,network_response_12,exact,high
20260507_230322,2026-05-07T23:04:01.645298,https://www.douyin.com/video/7446264878886554895,video_detail,https://www.douyin.com/video/7446264878886554895,,200,2026-05-07T23:04:01.645298,,71,1,network_response_30,exact,high
20260507_230322,2026-05-07T23:04:12.940116,https://www.douyin.com/video/7446279061011303732,video_detail,https://www.douyin.com/video/7446279061011303732,,200,2026-05-07T23:04:12.940116,,41,,,none,low
